Volksabstimmung vom 27 November 2005;521;521;
Arbeitsgesetz (Ladenöffnungszeiten in Zentren des öffentlichen Verkehrs);
101;Affoltern;29845 ;13890 ;13694 ;8297 ;
102;Andelfingen;19791 ;9668 ;9522 ;4910 ;
103;Bülach;75188 ;30920 ;30490 ;19345 ;
104;Dielsdorf;45963 ;17533 ;17289 ;11122 ;
105;Hinwil;53863 ;24093 ;23802 ;12265 ;
106;Horgen;72419 ;34231 ;33683 ;22304 ;
107;Meilen;63759 ;31026 ;30527 ;21899 ;
108;Pfäffikon;35670 ;16596 ;16385 ;9213 ;
109;Uster;71752 ;29519 ;28955 ;18585 ;
110;Winterthur;94752 ;47039 ;45992 ;25396 ;
111;Dietikon;44622 ;17924 ;17653 ;11747 ;
112;Zürich;219169 ;93761 ;91024 ;60186 ;
201;Aarberg;24504 ;9362 ;9276 ;5295 ;
202;Aarwangen;29316 ;10659 ;10593 ;4975 ;
203;Bern;168792 ;74684 ;73810 ;45288 ;
204;Biel;32398 ;11434 ;11306 ;5676 ;
205;Büren;16011 ;5306 ;5271 ;2748 ;
206;Burgdorf;33048 ;12315 ;11905 ;6060 ;
207;Courtelary;15528 ;5653 ;5574 ;2019 ;
208;Erlach;7523 ;2921 ;2880 ;1591 ;
209;Fraubrunnen;27746 ;12121 ;12007 ;6808 ;
210;Frutigen;13946 ;5283 ;5230 ;1832 ;
211;Interlaken;27409 ;9271 ;9138 ;4580 ;
212;Konolfingen;42246 ;16453 ;16327 ;8166 ;
213;Laupen;11067 ;4359 ;4327 ;2540 ;
214;Moutier;15590 ;6581 ;6510 ;1972 ;
215;La Neuveville;4269 ;1798 ;1764 ;898 ;
216;Nidau;29759 ;11092 ;10940 ;6285 ;
217;Niedersimmental;16542 ;5829 ;5773 ;2788 ;
218;Oberhasli;5692 ;1539 ;1525 ;783 ;
219;Obersimmental;6170 ;1949 ;1921 ;805 ;
220;Saanen;5604 ;2022 ;1992 ;833 ;
221;Schwarzenburg;7777 ;2653 ;2633 ;1153 ;
222;Seftigen;27193 ;10727 ;10592 ;5427 ;
223;Signau;18824 ;5623 ;5562 ;2187 ;
224;Thun;68826 ;25374 ;25184 ;11662 ;
225;Trachselwald;17884 ;5337 ;5287 ;2263 ;
