Volksabstimmung vom 03 M�rz 2013;Abst.-Nr.;569;
Bundesgesetz �ber die Raumplanung;
1600;Kanton Appenzell Innerrhoden;11126;4675;42.0;4522;2481;2041;54.9;
1721;Wahlkreis St. Gallen;75663;34454;45.5;33885;23501;10384;69.4;
1722;Wahlkreis Rorschach;25214;11418;45.3;11301;7290;4011;64.5;
1723;Wahlkreis Rheintal;40862;16738;41.0;16602;9719;6883;58.5;
1724;Wahlkreis Werdenberg;21440;9082;42.4;9015;5621;3394;62.4;
1725;Wahlkreis Sarganserland;25405;10793;42.5;10709;6065;4644;56.6;
1726;Wahlkreis See-Gaster;42633;18688;43.8;18472;12031;6441;65.1;
1727;Wahlkreis Toggenburg;30276;13266;43.8;13134;8062;5072;61.4;
1728;Wahlkreis Wil;45696;20273;44.4;20067;13082;6985;65.2;
1821;Bezirk Albula;5932;3422;57.7;3329;1918;1411;57.6;
1822;Distretto di Bernina;3718;2128;57.2;2052;981;1071;47.8;
1823;Bezirk Hinterrhein;9257;5334;57.6;5167;3373;1794;65.3;
1824;Bezirk Imboden;12996;7211;55.5;7014;4507;2507;64.3;
1825;Bezirk Inn;6781;3854;56.8;3760;2208;1552;58.7;
1826;Bezirk Landquart;17504;9427;53.9;9142;5705;3437;62.4;
1827;Bezirk Maloja / Distretto di Maloggia;11241;7225;64.3;6993;4357;2636;62.3;
1828;Distretto di Moesa;5741;2790;48.6;2614;1280;1334;49.0;
1829;Bezirk Plessur;28611;15100;52.8;14464;9628;4836;66.6;
1830;Bezirk Pr�ttigau-Davos;17987;10735;59.7;10331;6190;4141;59.9;
1831;Bezirk Surselva;16418;8753;53.3;8476;4941;3535;58.3;
1901;Bezirk Aarau;47037;21354;45.4;21049;14585;6464;69.3;
1902;Bezirk Baden;80632;37572;46.6;36872;25752;11120;69.8;
1903;Bezirk Bremgarten;45666;20602;45.1;20256;13365;6891;66.0;
1904;Bezirk Brugg;30471;14382;47.2;14143;9398;4745;66.4;
1905;Bezirk Kulm;24492;10174;41.5;10015;5976;4039;59.7;
1906;Bezirk Laufenburg;20211;8569;42.4;8431;5325;3106;63.2;
1907;Bezirk Lenzburg;35717;16510;46.2;16233;10672;5561;65.7;
1908;Bezirk Muri;22151;9427;42.6;9276;6074;3202;65.5;
1909;Bezirk Rheinfelden;28183;11210;39.8;11022;7682;3340;69.7;
1910;Bezirk Zofingen;42856;16465;38.4;16212;10717;5495;66.1;
1911;Bezirk Zurzach;19518;9174;47.0;9051;5516;3535;60.9;
2011;Bezirk Arbon;32740;13144;40.1;12775;8871;3904;69.4;
2012;Bezirk Frauenfeld;41766;19056;45.6;18476;12604;5872;68.2;
2013;Bezirk Kreuzlingen;22669;10043;44.3;9796;6806;2990;69.5;
2014;Bezirk M�nchwilen;29072;12315;42.4;11941;8000;3941;67.0;
2015;Bezirk Weinfelden;34247;14647;42.8;14313;9745;4568;68.1;
2101;Distretto di Bellinzona;30264;11971;39.6;11542;6310;5232;54.7;
2102;Distretto di Blenio;4589;1658;36.1;1592;779;813;48.9;
2103;Distretto di Leventina;6075;2681;44.1;2580;1226;1354;47.5;
2104;Distretto di Locarno;41542;16220;39.0;15625;8783;6842;56.2;
2105;Distretto di Lugano;86923;37807;43.5;36583;20098;16485;54.9;
2106;Distretto di Mendrisio;33247;14161;42.6;13695;8295;5400;60.6;
2107;Distretto di Riviera;7233;2581;35.7;2479;1189;1290;48.0;
2108;Distretto di Vallemaggia;4424;1870;42.3;1787;827;960;46.3;
2221;District d'Aigle;21991;10392;47.3;10176;4716;5460;46.3;
2222;District de la Broye-Vully;22565;9907;43.9;9687;4905;4782;50.6;
2223;District du Gros-de-Vaud;25985;12635;48.6;12291;6072;6219;49.4;
2224;District du Jura-Nord vaudois;51473;23031;44.7;22348;11799;10549;52.8;
2225;District de Lausanne;77414;34193;44.2;32915;22181;10734;67.4;
2226;District de Lavaux-Oron;35028;18418;52.6;17873;9329;8544;52.2;
2227;District de Morges;44705;22400;50.1;21721;11481;10240;52.9;
2228;District de Nyon;47204;23632;50.1;22787;12368;10419;54.3;
2229;District de l'Ouest lausannois;31116;13187;42.4;12714;7755;4959;61.0;
2230;District de la Riviera-Pays-d'Enhaut;42347;20281;47.9;19730;11287;8443;57.2;
2301;Bezirk Brig;18659;11338;60.8;11166;2394;8772;21.4;
2302;District de Conthey;15986;11656;72.9;11450;1717;9733;15.0;
2303;District d'Entremont;8977;6673;74.3;6559;767;5792;11.7;
2304;Bezirk Goms;3447;2022;58.7;1990;488;1502;24.5;
2305;District d'H�rens;8028;6380;79.5;6258;908;5350;14.5;
