Volksabstimmung vom 22 September 2013;Abst.-Nr.;574;
Arbeitsgesetz (Liberalisierung der �ffnungszeiten von Tankstellenshops);provisorische Ergebnisse vom Abstimmungssonntag;
101;Bezirk Affoltern;16989;10506;6483;61.8;
102;Bezirk Andelfingen;11796;6642;5154;56.3;
103;Bezirk B�lach;37207;23818;13389;64.0;
104;Bezirk Dielsdorf;22262;14438;7824;64.9;
105;Bezirk Hinwil;28223;16648;11575;59.0;
106;Bezirk Horgen;36678;24112;12566;65.7;
107;Bezirk Meilen;35625;25118;10507;70.5;
108;Bezirk Pf�ffikon;19826;11964;7862;60.3;
109;Bezirk Uster;36627;23678;12949;64.6;
110;Bezirk Winterthur;52599;29376;23223;55.8;
111;Bezirk Dietikon;20839;13876;6963;66.6;
112;Bezirk Z�rich;106570;66150;40420;62.1;
241;Arrondissement administratif Jura bernois;15279;5848;9431;38.3;
242;Verwaltungskreis Biel/Bienne;23709;12409;11300;52.3;
243;Verwaltungskreis Seeland;22039;12218;9821;55.4;
244;Verwaltungskreis Oberaargau;24103;12360;11743;51.3;
245;Verwaltungskreis Emmental;29433;14949;14484;50.8;
246;Verwaltungskreis Bern-Mittelland;133264;76907;56357;57.7;
247;Verwaltungskreis Thun;35918;17528;18390;48.8;
248;Verwaltungskreis Obersimmental-Saanen;5299;2721;2578;51.3;
249;Verwaltungskreis Frutigen-Niedersimmental;13866;6613;7253;47.7;
250;Verwaltungskreis Interlaken-Oberhasli;14679;8074;6605;55.0;
311;Wahlkreis Luzern-Stadt;23989;13998;9991;58.4;
312;Wahlkreis Luzern-Land;32087;19190;12897;59.8;
313;Wahlkreis Hochdorf;20171;11070;9101;54.9;
314;Wahlkreis Sursee;22651;12168;10483;53.7;
315;Wahlkreis Willisau;15219;7376;7843;48.5;
316;Wahlkreis Entlebuch;7714;3394;4320;44.0;
400;Kanton Uri;11339;4891;6448;43.1;
501;Bezirk Einsiedeln;5121;2789;2332;54.5;
502;Bezirk Gersau;760;411;349;54.1;
503;Bezirk H�fe;9203;6326;2877;68.7;
