Volksabstimmung vom 11 M�rz 2012;Abst.-Nr.;557;
Volksinitiative �6 Wochen Ferien f�r alle�;
101;Bezirk Affoltern;33024;15037;45.5;14814;4584;10230;30.9;
102;Bezirk Andelfingen;21225;10299;48.5;10118;2715;7403;26.8;
103;Bezirk B�lach;82649;32119;38.9;31600;9890;21710;31.3;
104;Bezirk Dielsdorf;50050;19398;38.8;19090;5968;13122;31.3;
105;Bezirk Hinwil;59710;24846;41.6;24460;7493;16967;30.6;
106;Bezirk Horgen;74495;33434;44.9;32850;9549;23301;29.1;
107;Bezirk Meilen;65304;32317;49.5;31837;7482;24355;23.5;
108;Bezirk Pf�ffikon;38190;16816;44.0;16563;4886;11677;29.5;
109;Bezirk Uster;76951;31901;41.5;31382;9870;21512;31.5;
110;Bezirk Winterthur;104459;45939;44.0;45159;16078;29081;35.6;
111;Bezirk Dietikon;47098;18984;40.3;18674;5585;13089;29.9;
112;Bezirk Z�rich;227886;98578;43.3;95707;40867;54840;42.7;
241;Arrondissement administratif Jura bernois;35849;15550;43.4;15354;6736;8618;43.9;
242;Verwaltungskreis Biel/Bienne;62162;22530;36.2;22265;8502;13763;38.2;
243;Verwaltungskreis Seeland;51271;19389;37.8;19250;5742;13508;29.8;
244;Verwaltungskreis Oberaargau;56938;21423;37.6;21275;5162;16113;24.3;
245;Verwaltungskreis Emmental;72494;25816;35.6;25558;6745;18813;26.4;
246;Verwaltungskreis Bern-Mittelland;281936;125315;44.4;123749;42729;81020;34.5;
247;Verwaltungskreis Thun;80054;32367;40.4;32079;9323;22756;29.1;
248;Verwaltungskreis Obersimmental-Saanen;12055;5891;48.9;5803;862;4941;14.9;
249;Verwaltungskreis Frutigen-Niedersimmental;30322;12432;41.0;12305;2722;9583;22.1;
250;Verwaltungskreis Interlaken-Oberhasli;33928;13702;40.4;13571;3020;10551;22.3;
301;Amt Entlebuch;13556;5959;44.0;5885;1047;4838;17.8;
302;Amt Hochdorf;42885;20897;48.7;20639;5389;15250;26.1;
303;Amt Luzern;117375;54335;46.3;53475;16126;37349;30.2;
304;Amt Sursee;49185;23139;47.0;22768;5502;17266;24.2;
305;Amt Willisau;34387;14500;42.2;14303;3168;11135;22.1;
400;Kanton Uri;25745;13155;51.1;12967;3363;9604;25.9;
501;Bezirk Einsiedeln;10098;5100;50.5;5073;1067;4006;21.0;
502;Bezirk Gersau;1470;874;59.5;863;206;657;23.9;
503;Bezirk H�fe;17781;8662;48.7;8626;1835;6791;21.3;
504;Bezirk K�ssnacht (SZ);8059;4658;57.8;4640;983;3657;21.2;
505;Bezirk March;25635;11542;45.0;11503;2980;8523;25.9;
506;Bezirk Schwyz;35636;19785;55.5;19693;3994;15699;20.3;
600;Kanton Obwalden;25299;13938;55.1;13656;2851;10805;20.9;
700;Kanton Nidwalden;30447;14821;48.7;14516;3137;11379;21.6;
800;Kanton Glarus;26133;8438;32.3;8372;2188;6184;26.1;
900;Kanton Zug;72196;35827;49.6;35589;9186;26403;25.8;
1001;District de la Broye;18446;9094;49.3;8996;3504;5492;39.0;
1002;District de la Gl�ne;14318;6996;48.9;6923;2468;4455;35.6;
1003;District de la Gruy�re;30216;15366;50.9;15104;5054;10050;33.5;
1004;District de la Sarine;59181;30628;51.8;30105;12574;17531;41.8;
1005;Bezirk See / District du Lac;22282;10295;46.2;10215;3260;6955;31.9;
1006;Bezirk Sense;31209;13295;42.6;13201;4320;8881;32.7;
1007;District de la Veveyse;10679;5095;47.7;5008;2010;2998;40.1;
1101;Bezirk G�u;12462;4667;37.4;4644;1301;3343;28.0;
1102;Bezirk Thal;9684;3733;38.5;3711;861;2850;23.2;
