Volksabstimmung vom 30 November 2008;Abst-Nr;539;
Bundesgesetz über die Betäubungsmittel und psychotropen Stoffe;
102;Andelfingen;20589;11445;55.6;10855;6820;62.8;
103;Bülach;79278;38012;47.9;36269;24538;67.7;
104;Dielsdorf;47873;22316;46.6;21182;14025;66.2;
105;Hinwil;56666;29020;51.2;27748;17737;63.9;
106;Horgen;73023;39000;53.4;36852;27011;73.3;
107;Meilen;64643;36085;55.8;34198;25352;74.1;
108;Pfäffikon;36842;19610;53.2;18650;12286;65.9;
109;Uster;74518;37710;50.6;35809;25642;71.6;
110;Winterthur;99154;53899;54.4;51007;36345;71.3;
111;Dietikon;45440;21803;48.0;20782;14627;70.4;
112;Zürich;224994;111888;49.7;106415;84780;79.7;
201;Aarberg;25362;10361;40.9;10065;7186;71.4;
202;Aarwangen;29932;11771;39.3;11436;7664;67.0;
203;Bern;167259;84559;50.6;81841;61149;74.7;
204;Biel;32943;12381;37.6;11957;8589;71.8;
205;Büren;16112;6037;37.5;5888;3987;67.7;
206;Burgdorf;34117;14552;42.7;14066;9568;68.0;
207;Courtelary;15621;6144;39.3;5906;3506;59.4;
208;Erlach;7705;3170;41.1;3082;2131;69.1;
209;Fraubrunnen;29082;13179;45.3;12770;9136;71.5;
210;Frutigen;14229;6284;44.2;5969;3135;52.5;
211;Interlaken;27886;11044;39.6;10688;7135;66.8;
212;Konolfingen;43303;19430;44.9;18729;12995;69.4;
213;Laupen;11100;4529;40.8;4385;3131;71.4;
214;Moutier;15645;6577;42.0;6273;3376;53.8;
215;La Neuveville;4357;2093;48.0;1994;1343;67.4;
216;Nidau;30361;12039;39.7;11661;8305;71.2;
217;Niedersimmental;16793;6489;38.6;6264;4054;64.7;
218;Oberhasli;5634;2009;35.7;1944;1266;65.1;
219;Obersimmental;6250;2162;34.6;2074;1255;60.5;
220;Saanen;5625;1991;35.4;1881;1187;63.1;
221;Schwarzenburg;7931;2969;37.4;2881;1922;66.7;
222;Seftigen;27701;12557;45.3;12124;8136;67.1;
223;Signau;19194;6004;31.3;5778;3745;64.8;
224;Thun;70928;30371;42.8;29249;19926;68.1;
225;Trachselwald;18055;7112;39.4;6859;4242;61.8;
226;Wangen;19821;8400;42.4;8187;5464;66.7;
301;Entlebuch;13236;5849;44.2;5634;3097;55.0;
302;Hochdorf;41399;18774;45.3;18193;12641;69.5;
303;Luzern;113063;58416;51.7;55918;41054;73.4;
304;Sursee;46519;20691;44.5;19964;13886;69.6;
305;Willisau;33014;13689;41.5;13210;8743;66.2;
400;Kt Uri;25772;9714;37.7;9268;5951;64.2;
501;Einsiedeln;9710;4088;42.1;3975;2577;64.8;
502;Gersau;1390;628;45.2;614;413;67.3;
503;Höfe;17615;8672;49.2;8443;5549;65.7;
504;Küssnacht (SZ);8005;3897;48.7;3789;2542;67.1;
505;March;24416;10445;42.8;10227;6487;63.4;
506;Schwyz;34441;16108;46.8;15752;9084;57.7;
600;Kt Obwalden;24246;11425;47.1;10729;6898;64.3;
700;Kt Nidwalden;29842;13798;46.2;13096;9181;70.1;
800;Kt Glarus;25655;10309;40.2;9930;6480;65.3;
900;Kt Zug;70971;35085;49.4;34096;24522;71.9;
1001;La Broye;16954;8105;47.8;7817;4815;61.6;
1002;La Glâne;13571;5834;43.0;5561;3377;60.7;
1003;La Gruyère;28688;13587;47.4;12867;7936;61.7;
1004;La Sarine;56770;28789;50.7;27537;19005;69.0;
1005;See / Lac;21347;10154;47.6;9865;6576;66.7;
1006;Sense;30072;13677;45.5;13335;9267;69.5;
1007;La Veveyse;9978;4505;45.1;4323;2743;63.5;
1101;Gäu;11864;5253;44.3;5140;3373;65.6;
1102;Thal;9698;4320;44.5;4265;2675;62.7;
1103;Bucheggberg;5867;2625;44.7;2565;1796;70.0;
1104;Dorneck;13281;6515;49.1;6299;4697;74.6;
1105;Gösgen;14903;6725;45.1;6560;4607;70.2;
1106;Wasseramt;31186;13710;44.0;13426;9272;69.1;
1107;Lebern;29277;12853;43.9;12577;8643;68.7;
1108;Olten;32941;14997;45.5;14623;10299;70.4;
1109;Solothurn;10873;5169;47.5;5045;3939;78.1;
1110;Thierstein;9943;4393;44.2;4320;2775;64.2;
1200;Kt Basel-Stadt;107963;55254;51.2;53212;40434;76.0;
1301;Arlesheim;101820;49798;48.9;47845;36568;76.4;
1302;Laufen;12976;5751;44.3;5544;3856;69.6;
1303;Liestal;35479;16336;46.0;15672;11394;72.7;
1304;Sissach;23604;11052;46.8;10629;7464;70.2;
1305;Waldenburg;10815;4643;42.9;4471;2978;66.6;
1401;Oberklettgau;2933;1902;64.8;1743;1153;66.2;
1402;Reiat;5300;3821;72.1;3440;2041;59.3;
1403;Schaffhausen;31579;18267;57.8;16292;11104;68.2;
1404;Schleitheim;2163;1258;58.2;1156;647;56.0;
1405;Stein;3541;2258;63.8;2098;1405;67.0;
1406;Unterklettgau;3326;2056;61.8;1894;1126;59.5;
1501;Hinterland;16399;7412;45.2;7241;4725;65.3;
1502;Mittelland;11551;6021;52.1;5877;4229;72.0;
1503;Vorderland;9249;4533;49.0;4404;2940;66.8;
1600;Kt Appenzell Innerrhoden;10758;4232;39.3;4053;2647;65.3;
1721;St Gallen;75459;35616;47.2;34154;24892;72.9;
1722;Rorschach;25072;12490;49.8;12211;8456;69.2;
1723;Rheintal;40039;17007;42.5;16625;10842;65.2;
1724;Werdenberg;21646;9636;44.5;9381;6342;67.6;
1725;Sarganserland;24407;11766;48.2;11461;7385;64.4;
1726;See-Gaster;41040;18275;44.5;17851;12081;67.7;
1727;Toggenburg;30503;14000;45.9;13567;8499;62.6;
1728;Wil;44659;20379;45.6;19881;13406;67.4;
1821;Albula;6238;2629;42.1;2525;1780;70.5;
1822;Bernina;3732;1480;39.7;1404;981;69.9;
1823;Hinterrhein;8907;4235;47.5;4050;2880;71.1;
