Volksabstimmung vom 24 September 2006;524;524
Bundesgesetz über die Ausländerinnen und Ausländer;
102;Andelfingen;19953;11122;55.7;10948;8210;75.0
103;Bülach;76180;38290;50.3;37592;28740;76.5
104;Dielsdorf;46410;22399;48.3;21966;17271;78.6
105;Hinwil;54456;27030;49.6;26567;19715;74.2
106;Horgen;72578;38686;53.3;37915;27198;71.7
107;Meilen;64014;36630;57.2;35870;26219;73.1
108;Pfäffikon;35957;18950;52.7;18674;13999;75.0
109;Uster;72231;36322;50.3;35521;25984;73.2
110;Winterthur;95564;51181;53.6;49664;33966;68.4
111;Dietikon;44791;22002;49.1;21562;16623;77.1
112;Zürich;220847;111196;50.3;107084;60416;56.4
201;Aarberg;24633;10750;43.6;10563;7681;72.7
202;Aarwangen;29519;13614;46.1;13457;10289;76.5
203;Bern;169117;84528;50.0;83506;49796;59.6
204;Biel;32527;14896;45.8;14739;9108;61.8
205;Büren;16118;6980;43.3;6922;5394;77.9
206;Burgdorf;33262;13951;41.9;13821;9944;71.9
207;Courtelary;15543;6778;43.6;6710;4159;62.0
208;Erlach;7591;3360;44.3;3322;2374;71.5
209;Fraubrunnen;28082;12720;45.3;12602;8887;70.5
210;Frutigen;14003;6534;46.7;6380;4847;76.0
211;Interlaken;27558;10014;36.3;9890;7240;73.2
212;Konolfingen;42614;18854;44.2;18583;13041;70.2
213;Laupen;11059;4813;43.5;4785;3568;74.6
214;Moutier;15573;7222;46.4;7123;4530;63.6
215;La Neuveville;4290;1979;46.1;1953;1085;55.6
216;Nidau;30015;14292;47.6;14126;10785;76.3
217;Niedersimmental;16631;6705;40.3;6637;4862;73.3
218;Oberhasli;5675;2050;36.1;2016;1513;75.0
219;Obersimmental;6210;2502;40.3;2455;1816;74.0
220;Saanen;5597;1977;35.3;1941;1412;72.7
221;Schwarzenburg;7859;2938;37.4;2910;2055;70.6
222;Seftigen;27304;12311;45.1;12197;8981;73.6
223;Signau;18945;6306;33.3;6240;4613;73.9
224;Thun;69480;29178;42.0;28864;21682;75.1
225;Trachselwald;17959;6954;38.7;6860;5017;73.1
226;Wangen;19567;8434;43.1;8382;6630;79.1
301;Entlebuch;13103;6003;45.8;5846;4536;77.6
302;Hochdorf;40387;19936;49.4;19620;15261;77.8
303;Luzern;110645;56538;51.1;55620;39319;70.7
304;Sursee;44801;21331;47.6;20838;16158;77.5
305;Willisau;32071;14780;46.1;14491;11235;77.5
400;Kt Uri;25633;10131;39.5;9946;7250;72.9
501;Einsiedeln;9318;4730;50.8;4636;3636;78.4
502;Gersau;1375;681;49.5;668;520;77.8
503;Höfe;17268;9244;53.5;8964;7202;80.3
504;Küssnacht (SZ);7879;4145;52.6;4033;3085;76.5
505;March;23234;11313;48.7;11064;8881;80.3
506;Schwyz;33700;17863;53.0;17415;13613;78.2
600;Kt Obwalden;23599;11149;47.2;10803;8252;76.4
700;Kt Nidwalden;29214;14325;49.0;13991;11149;79.7
800;Kt Glarus;25291;10501;41.5;10430;8133;78.0
900;Kt Zug;69572;37913;54.5;37602;28377;75.5
1001;La Broye;16109;8179;50.8;8068;5221;64.7
1002;La Glâne;13026;5852;44.9;5763;3654;63.4
1003;La Gruyère;27526;12936;47.0;12599;7939;63.0
1004;La Sarine;55044;30094;54.7;29207;16187;55.4
1005;See / Lac;20723;9881;47.7;9787;6894;70.4
1006;Sense;29483;13824;46.9;13701;10248;74.8
1007;La Veveyse;9530;4370;45.9;4275;2638;61.7
1101;Gäu;11611;5341;46.0;5311;4220;79.5
1102;Thal;9697;4740;48.9;4709;3694;78.4
1103;Bucheggberg;5766;2708;47.0;2695;1984;73.6
1104;Dorneck;13175;6794;51.6;6731;4460;66.3
1105;Gösgen;14829;6828;46.0;6767;5160;76.3
1106;Wasseramt;30951;14036;45.3;13930;10361;74.4
1107;Lebern;29179;13383;45.9;13279;10184;76.7
1108;Olten;32425;15454;47.7;15316;11442;74.7
1109;Solothurn;10647;5099;47.9;5062;3144;62.1
1110;Thierstein;9880;4277;43.3;4242;3142;74.1
1200;Kt Basel-Stadt;108648;62128;57.2;61264;37158;60.7
1301;Arlesheim;101275;54216;53.5;53277;37231;69.9
1302;Laufen;12624;5974;47.3;5904;4357;73.8
1303;Liestal;35012;18259;52.2;17926;12849;71.7
1304;Sissach;22965;10962;47.7;10740;7714;71.8
1305;Waldenburg;10772;5085;47.2;4994;3731;74.7
1401;Oberklettgau;2840;1859;65.5;1759;1271;72.3
1402;Reiat;5278;3804;72.1;3567;2695;75.6
1403;Schaffhausen;31471;20764;66.0;19412;13369;68.9
1404;Schleitheim;2179;1364;62.6;1299;1003;77.2
1405;Stein;3397;2164;63.7;2084;1520;72.9
1406;Unterklettgau;3289;2116;64.3;2050;1514;73.9
1501;Hinterland;16162;7898;48.9;7833;5898;75.3
1502;Mittelland;11404;6550;57.4;6498;4534;69.8
1503;Vorderland;9185;4666;50.8;4614;3301;71.5
1600;Kt Appenzell Innerrhoden;10489;4695;44.8;4649;3674;79.0
1721;St Gallen;74146;37489;50.6;37225;26091;70.1
1722;Rorschach;24867;12112;48.7;12022;9287;77.3
1723;Rheintal;39190;18494;47.2;18399;14904;81.0
1724;Werdenberg;21453;10951;51.0;10858;8280;76.3
1725;Sarganserland;23865;11178;46.8;11072;8592;77.6
1726;See-Gaster;39736;17535;44.1;17383;13367;76.9
1727;Toggenburg;30336;14155;46.7;14005;10476;74.8
1728;Wil;43828;21414;48.9;21269;16530;77.7
1821;Albula;6297;2705;43.0;2640;1882;71.3
1822;Bernina;3716;2166;58.3;2058;1239;60.2
1823;Hinterrhein;8813;4191;47.6;4126;2889;70.0
1824;Imboden;12076;5589;46.3;5480;4100;74.8
1825;Inn;6773;2845;42.0;2749;1908;69.4
1826;Landquart;16355;6874;42.0;6761;5045;74.6
1827;Maloja / Maloggia;11072;4795;43.3;4669;3305;70.8
1828;Moesa;5523;2577;46.7;2481;1463;59.0
1829;Plessur;27374;11971;43.7;11677;8334;71.4
1830;Prättigau-Davos;17389;7755;44.6;7563;5513;72.9
1831;Surselva;16538;6847;41.4;6726;4754;70.7
1901;Aarau;44364;21076;47.5;20908;15631;74.8
