Volksabstimmung vom 28 November 2010;Abst-Nr;552.3;
Ausschaffungsinitiative und Gegenvorschlag: Stichfrage 1). provisorische Ergebnisse;
101;Affoltern;19262;722;9021;9519;48.7;51.3;
102;Andelfingen;12811;538;7071;5202;57.6;42.4;
103;Bülach;43448;1808;23805;17835;57.2;42.8;
104;Dielsdorf;26356;1088;15532;9736;61.5;38.5;
105;Hinwil;32736;1544;18298;12894;58.7;41.3;
106;Horgen;43026;1882;19582;21562;47.6;52.4;
107;Meilen;41059;1781;18027;21251;45.9;54.1;
108;Pfäffikon;21767;898;12009;8860;57.5;42.5;
109;Uster;41835;1715;20448;19672;51.0;49.0;
110;Winterthur;58776;2784;26814;29178;47.9;52.1;
111;Dietikon;24342;1153;12447;10742;53.7;46.3;
112;Zürich;119735;8719;36524;74492;32.9;67.1;
241;Jura bernois;17402;1264;8117;8021;50.3;49.7;
242;Biel/Bienne;30504;1948;14547;14009;50.9;49.1;
243;Seeland;26455;1491;14326;10638;57.4;42.6;
244;Oberaargau;27620;1629;15590;10401;60.0;40.0;
245;Emmental;32971;2037;17422;13512;56.3;43.7;
246;Bern-Mittelland;146777;8310;56842;81625;41.1;58.9;
247;Thun;41148;2345;21743;17060;56.0;44.0;
248;Obersimmental-Saanen;5917;432;3591;1894;65.5;34.5;
249;Frutigen-Niedersimmental;15218;909;9257;5052;64.7;35.3;
250;Interlaken-Oberhasli;16228;1056;9054;6118;59.7;40.3;
301;Entlebuch;7644;464;4701;2479;65.5;34.5;
302;Hochdorf;23900;1183;12842;9875;56.5;43.5;
303;Luzern;66178;3508;29325;33345;46.8;53.2;
304;Sursee;27745;1282;14217;12246;53.7;46.3;
305;Willisau;18088;951;10124;7013;59.1;40.9;
400;Kt Uri;12561;522;7105;4934;59.0;41.0;
501;Einsiedeln;5458;266;3235;1957;62.3;37.7;
502;Gersau;799;47;457;295;60.8;39.2;
503;Höfe;11149;478;6248;4423;58.6;41.4;
504;Küssnacht (SZ);4875;228;2614;2033;56.3;43.7;
505;March;13689;386;8739;4564;65.7;34.3;
506;Schwyz;20409;970;12822;6617;66.0;34.0;
600;Kt Obwalden;14343;662;7834;5847;57.3;42.7;
700;Kt Nidwalden;17985;696;10072;7217;58.3;41.7;
800;Kt Glarus;11689;529;6483;4677;58.1;41.9;
900;Kt Zug;41295;1718;20123;19454;50.8;49.2;
