Volksabstimmung vom 18 Mai 2003;502;502 ;
Volksinitiative «MoratoriumPlus – Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos»;
102;Andelfingen;18923 ;11443 ;60.5 ;11187 ;4951 ;44.3 ;
103;Bülach;72496 ;35698 ;49.2 ;34868 ;13762 ;39.5 ;
104;Dielsdorf;44220 ;20599 ;46.6 ;20193 ;7480 ;37.0 ;
105;Hinwil;52345 ;25589 ;48.9 ;25011 ;10046 ;40.2 ;
106;Horgen;71577 ;38315 ;53.5 ;37481 ;15551 ;41.5 ;
107;Meilen;62728 ;36835 ;58.7 ;35991 ;13049 ;36.3 ;
108;Pfäffikon;34423 ;17775 ;51.6 ;17324 ;7276 ;42.0 ;
109;Uster;69956 ;35609 ;50.9 ;34737 ;15111 ;43.5 ;
110;Winterthur;91516 ;50274 ;54.9 ;48732 ;21915 ;45.0 ;
111;Dietikon;44442 ;22282 ;50.1 ;21741 ;8085 ;37.2 ;
112;Zürich;216702 ;109310 ;50.4 ;105500 ;58378 ;55.3 ;
201;Aarberg;24014 ;11590 ;48.3 ;11365 ;4280 ;37.7 ;
202;Aarwangen;28851 ;13639 ;47.3 ;13435 ;5055 ;37.6 ;
203;Bern;168591 ;90689 ;53.8 ;88760 ;42459 ;47.8 ;
204;Biel;32461 ;14429 ;44.5 ;14004 ;7143 ;51.0 ;
205;Büren;15758 ;7097 ;45.0 ;6991 ;2640 ;37.8 ;
206;Burgdorf;32481 ;15209 ;46.8 ;14967 ;5934 ;39.6 ;
207;Courtelary;15459 ;7099 ;45.9 ;6849 ;2893 ;42.2 ;
208;Erlach;7330 ;3484 ;47.5 ;3409 ;1191 ;34.9 ;
209;Fraubrunnen;27088 ;13175 ;48.6 ;12915 ;5259 ;40.7 ;
210;Frutigen;13603 ;6158 ;45.3 ;6008 ;1876 ;31.2 ;
211;Interlaken;26895 ;12129 ;45.1 ;11848 ;4368 ;36.9 ;
212;Konolfingen;41494 ;21289 ;51.3 ;20769 ;8158 ;39.3 ;
213;Laupen;10945 ;5621 ;51.4 ;5545 ;1883 ;34.0 ;
214;Moutier;15403 ;7138 ;46.3 ;6851 ;2924 ;42.7 ;
215;La Neuveville;4204 ;2073 ;49.3 ;1987 ;936 ;47.1 ;
216;Nidau;29014 ;14143 ;48.7 ;13874 ;5555 ;40.0 ;
217;Niedersimmental;16136 ;7488 ;46.4 ;7324 ;2762 ;37.7 ;
218;Oberhasli;5633 ;2313 ;41.1 ;2256 ;779 ;34.5 ;
219;Obersimmental;6172 ;2620 ;42.4 ;2556 ;842 ;32.9 ;
220;Saanen;5609 ;2236 ;39.9 ;2169 ;712 ;32.8 ;
221;Schwarzenburg;7604 ;3265 ;42.9 ;3199 ;1253 ;39.2 ;
222;Seftigen;26437 ;13508 ;51.1 ;13203 ;4964 ;37.6 ;
223;Signau;18536 ;7270 ;39.2 ;7104 ;2704 ;38.1 ;
224;Thun;67346 ;32909 ;48.9 ;32127 ;12523 ;39.0 ;
225;Trachselwald;17729 ;6976 ;39.3 ;6812 ;2503 ;36.7 ;
226;Wangen;18980 ;8837 ;46.6 ;8709 ;3095 ;35.5 ;
301;Entlebuch;12991 ;6961 ;53.6 ;6673 ;1628 ;24.4 ;
302;Hochdorf;39051 ;20527 ;52.6 ;19844 ;6643 ;33.5 ;
303;Luzern;108174 ;58619 ;54.2 ;57005 ;24408 ;42.8 ;
304;Sursee;42505 ;22972 ;54.0 ;22004 ;7034 ;32.0 ;
305;Willisau;31467 ;16590 ;52.7 ;15934 ;4424 ;27.8 ;
400;Kt Uri;25542 ;12291 ;48.1 ;11937 ;4981 ;41.7 ;
501;Einsiedeln;8904 ;4971 ;55.8 ;4810 ;1610 ;33.5 ;
502;Gersau;1339 ;763 ;57.0 ;742 ;213 ;28.7 ;
503;Höfe;16637 ;9178 ;55.2 ;8903 ;3034 ;34.1 ;
504;Küssnacht;7778 ;4404 ;56.6 ;4248 ;1463 ;34.4 ;
505;March;22087 ;11180 ;50.6 ;10807 ;3738 ;34.6 ;
506;Schwyz;32721 ;18988 ;58.0 ;18238 ;5926 ;32.5 ;
600;Kt Obwalden;22856 ;12085 ;52.9 ;11679 ;4468 ;38.3 ;
700;Kt Nidwalden;28095 ;15567 ;55.4 ;15113 ;5413 ;35.8 ;
800;Kt Glarus;24871 ;12027 ;48.4 ;11840 ;4809 ;40.6 ;
