Volksabstimmung vom 22 September 2002;489.1;489.1;
Volksinitiative «Überschüssige Goldreserven in den AHV-Fonds»;
102;Andelfingen;18766 ;10404 ;55.4;10330 ;5288 ;51.2;
103;Bülach;71528 ;35011 ;48.9;34718 ;17959 ;51.7;
104;Dielsdorf;43898 ;20251 ;46.1;20094 ;10844 ;54.0;
105;Hinwil;51882 ;25500 ;49.1;25230 ;12273 ;48.6;
106;Horgen;71370 ;37524 ;52.6;37197 ;16941 ;45.5;
107;Meilen;62144 ;35232 ;56.7;34855 ;15861 ;45.5;
108;Pfäffikon;34126 ;17791 ;52.1;17609 ;8465 ;48.1;
109;Uster;69666 ;34357 ;49.3;34075 ;15206 ;44.6;
110;Winterthur;90757 ;47148 ;51.9;46444 ;20378 ;43.9;
111;Dietikon;44482 ;21344 ;48.0;21096 ;10709 ;50.8;
112;Zürich;216421 ;106122 ;49.0;104967 ;42004 ;40.0;
201;Aarberg;23880 ;9804 ;41.1;9792 ;4501 ;46.0;
202;Aarwangen;28793 ;12048 ;41.8;12036 ;6253 ;52.0;
203;Bern;168559 ;79664 ;47.3;79565 ;31224 ;39.2;
204;Biel;32393 ;11908 ;36.8;11908 ;5264 ;44.2;
205;Büren;15703 ;6781 ;43.2;6771 ;3448 ;50.9;
206;Burgdorf;32404 ;13017 ;40.2;12978 ;6252 ;48.2;
207;Courtelary;15394 ;5952 ;38.7;5945 ;3237 ;54.4;
208;Erlach;7332 ;3004 ;41.0;3000 ;1471 ;49.0;
209;Fraubrunnen;27026 ;11373 ;42.1;11367 ;5090 ;44.8;
210;Frutigen;13547 ;5288 ;39.0;5286 ;2899 ;54.8;
211;Interlaken;26870 ;10375 ;38.6;10341 ;5393 ;52.2;
212;Konolfingen;41263 ;17205 ;41.7;17171 ;7922 ;46.1;
213;Laupen;10891 ;4599 ;42.2;4595 ;2204 ;48.0;
214;Moutier;15420 ;6292 ;40.8;6272 ;3600 ;57.4;
215;La Neuveville;4183 ;1677 ;40.1;1671 ;756 ;45.2;
216;Nidau;28760 ;11934 ;41.5;11920 ;5481 ;46.0;
217;Niedersimmental;16064 ;6748 ;42.0;6712 ;3427 ;51.1;
218;Oberhasli;5632 ;2208 ;39.2;2208 ;1242 ;56.3;
219;Obersimmental;6133 ;2427 ;39.6;2427 ;1245 ;51.3;
220;Saanen;5519 ;2095 ;38.0;2086 ;902 ;43.2;
221;Schwarzenburg;7573 ;2891 ;38.2;2885 ;1445 ;50.1;
222;Seftigen;26374 ;11139 ;42.2;11127 ;5345 ;48.0;
223;Signau;18463 ;5969 ;32.3;5955 ;3004 ;50.4;
224;Thun;66746 ;27963 ;41.9;27946 ;13316 ;47.6;
225;Trachselwald;17683 ;6049 ;34.2;6046 ;3217 ;53.2;
226;Wangen;18915 ;7830 ;41.4;7816 ;4250 ;54.4;
301;Entlebuch;13000 ;5886 ;45.3;5828 ;2853 ;49.0;
302;Hochdorf;38901 ;18389 ;47.3;18267 ;8269 ;45.3;
303;Luzern;107695 ;50847 ;47.2;50496 ;21334 ;42.2;
304;Sursee;42183 ;19134 ;45.4;18921 ;7714 ;40.8;
305;Willisau;31298 ;14081 ;45.0;13933 ;6225 ;44.7;
400;Kt Uri;25445 ;10002 ;39.3;9832 ;4551 ;46.3;
501;Einsiedeln;8810 ;3966 ;45.0;3883 ;2173 ;56.0;
502;Gersau;1323 ;686 ;51.9;678 ;360 ;53.1;
503;Höfe;16448 ;7770 ;47.2;7549 ;3835 ;50.8;
504;Küssnacht;7678 ;3854 ;50.2;3711 ;1760 ;47.4;
505;March;21831 ;9629 ;44.1;9409 ;5614 ;59.7;
506;Schwyz;32486 ;16345 ;50.3;15890 ;9053 ;57.0;
600;Kt Obwalden;22747 ;10028 ;44.1;9821 ;3927 ;40.0;
700;Kt Nidwalden;27866 ;19115 ;68.6;18262 ;7218 ;39.5;
800;Kt Glarus;24757 ;10151 ;41.0;10114 ;5748 ;56.8;
900;Kt Zug;66501 ;36475 ;54.8;36371 ;15255 ;41.9;
1001;La Broye;14963 ;6081 ;40.6;6056 ;3053 ;50.4;
1002;La Glâne;12277 ;4753 ;38.7;4713 ;2404 ;51.0;
1003;La Gruyère;25809 ;9974 ;38.6;9859 ;4929 ;50.0;
1004;La Sarine;52819 ;22156 ;41.9;21798 ;8876 ;40.7;
1005;See / Lac;19310 ;7910 ;41.0;7869 ;3337 ;42.4;
1006;Sense;28290 ;10157 ;35.9;10130 ;4347 ;42.9;
1007;La Veveyse;8800 ;3394 ;38.6;3374 ;1684 ;49.9;
1101;Gäu;11289 ;5161 ;45.7;5142 ;2547 ;49.5;
1102;Thal;9598 ;4765 ;49.6;4763 ;2570 ;54.0;
1103;Bucheggberg;5533 ;2708 ;48.9;2701 ;1122 ;41.5;
1104;Dorneck;12610 ;6228 ;49.4;6221 ;2824 ;45.4;
1105;Gösgen;14747 ;7187 ;48.7;7181 ;3513 ;48.9;
1106;Wasseramt;30384 ;13986 ;46.0;13966 ;6898 ;49.4;
1107;Lebern;28954 ;13763 ;47.5;13721 ;7004 ;51.0;
1108;Olten;32082 ;15589 ;48.6;15512 ;7361 ;47.5;
1109;Solothurn;10579 ;5089 ;48.1;5084 ;1982 ;39.0;
1110;Thierstein;9604 ;4496 ;46.8;4475 ;2404 ;53.7;
1200;Kt Basel-Stadt;117414 ;62079 ;52.9;61858 ;27277 ;44.1;
1301;Arlesheim;99799 ;48128 ;48.2;47827 ;22071 ;46.1;
1302;Laufen;11966 ;5119 ;42.8;5109 ;2639 ;51.7;
1303;Liestal;33834 ;14813 ;43.8;14767 ;7172 ;48.6;
1304;Sissach;21924 ;9632 ;43.9;9575 ;4914 ;51.3;
1305;Waldenburg;10347 ;4395 ;42.5;4360 ;2315 ;53.1;
1401;Oberklettgau;2974 ;2016 ;67.8;1993 ;903 ;45.3;
1402;Reiat;5023 ;3584 ;71.4;3435 ;1697 ;49.4;
1403;Schaffhausen;31629 ;21554 ;68.1;19152 ;8665 ;45.2;
1404;Schleitheim;2096 ;1244 ;59.4;1206 ;657 ;54.5;
1405;Stein;3272 ;2003 ;61.2;1977 ;973 ;49.2;
1406;Unterklettgau;2963 ;1896 ;64.0;1860 ;956 ;51.4;
1501;Hinterland;15896 ;7456 ;46.9;7422 ;3617 ;48.7;
1502;Mittelland;11075 ;6108 ;55.2;6095 ;2642 ;43.3;
1503;Vorderland;8832 ;4247 ;48.1;4226 ;2174 ;51.4;
1600;Kt Appenzell Innerrhoden;10144 ;4231 ;41.7;4217 ;1908 ;45.2;
1701;St Gallen;51808 ;24456 ;47.2;24363 ;10740 ;44.1;
1702;Rorschach;22060 ;9439 ;42.8;9416 ;4530 ;48.1;
1703;Unterrheintal;24512 ;10873 ;44.4;10805 ;5498 ;50.9;
1704;Oberrheintal;17623 ;6881 ;39.0;6860 ;3862 ;56.3;
1705;Werdenberg;21036 ;8829 ;42.0;8782 ;4484 ;51.1;
1706;Sargans;23152 ;10150 ;43.8;10135 ;5776 ;57.0;
1707;Gaster;8651 ;3235 ;37.4;3220 ;1803 ;56.0;
1708;See;29389 ;12333 ;42.0;12314 ;6186 ;50.2;
1709;Obertoggenburg;7999 ;3509 ;43.9;3507 ;1878 ;53.6;
1710;Neutoggenburg;9422 ;3991 ;42.4;3982 ;2002 ;50.3;
1711;Alttoggenburg;9740 ;3945 ;40.5;3935 ;2106 ;53.5;
1712;Untertoggenburg;23463 ;9601 ;40.9;9583 ;4880 ;50.9;
1713;Wil;21349 ;9309 ;43.6;9298 ;4666 ;50.2;
1714;Gossau;19668 ;8478 ;43.1;8476 ;4143 ;48.9;
1821;Albula;6240 ;2201 ;35.3;2186 ;1037 ;47.4;
1822;Bernina;3711 ;1736 ;46.8;1687 ;566 ;33.6;
1823;Hinterrhein;8571 ;3370 ;39.3;3344 ;1594 ;47.7;
1824;Imboden;11503 ;4516 ;39.3;4492 ;2239 ;49.8;
1825;Inn;6623 ;2220 ;33.5;2194 ;937 ;42.7;
1826;Landquart;15342 ;5475 ;35.7;5380 ;2474 ;46.0;
1827;Maloja / Maloggia;11030 ;3965 ;35.9;3911 ;1550 ;39.6;
1828;Moësa;5466 ;2123 ;38.8;2099 ;1222 ;58.2;
1829;Plessur;26631 ;11548 ;43.4;11177 ;5189 ;46.4;
1830;Prättigau-Davos;17291 ;6178 ;35.7;6071 ;2962 ;48.8;
1831;Surselva;16518 ;6186 ;37.5;6103 ;2757 ;45.2;
1901;Aarau;42571 ;18865 ;44.3;18803 ;9323 ;49.6;
1902;Baden;73687 ;31668 ;43.0;31478 ;15299 ;48.6;
1903;Bremgarten;40979 ;16964 ;41.4;16921 ;8796 ;52.0;
1904;Brugg;28588 ;12917 ;45.2;12889 ;6398 ;49.6;
1905;Kulm;23324 ;9496 ;40.7;9463 ;5694 ;60.2;
1906;Laufenburg;17845 ;7613 ;42.7;7573 ;3638 ;48.0;
1907;Lenzburg;30528 ;12677 ;41.5;12653 ;6796 ;53.7;
