Volksabstimmung vom 28 November 2010;Abst-Nr;552.2;
Bundesbeschluss über die Aus- und Wegweisung krimineller Ausländerinnen und Ausländer im Rahmen der Bundesverfassung;
101;Affoltern;32513;19450;59.8;19262;407;9215;9640;48.9;
102;Andelfingen;20983;12939;61.7;12811;279;5205;7327;41.5;
103;Bülach;81463;43994;54.0;43448;1060;18678;23710;44.1;
104;Dielsdorf;49318;26764;54.3;26356;609;10388;15359;40.3;
105;Hinwil;58593;33077;56.5;32736;894;12823;19019;40.3;
106;Horgen;73944;43661;59.0;43026;1186;20875;20965;49.9;
107;Meilen;65126;41686;64.0;41059;1047;20569;19443;51.4;
108;Pfäffikon;37701;22020;58.4;21767;534;9071;12162;42.7;
109;Uster;76343;42476;55.6;41835;997;19745;21093;48.3;
110;Winterthur;102297;59626;58.3;58776;1441;26986;30349;47.1;
111;Dietikon;46447;24738;53.3;24342;744;10992;12606;46.6;
112;Zürich;226532;122442;54.1;119735;3180;57295;59260;49.2;
241;Jura bernois;35763;17459;48.8;17402;692;7254;9456;43.4;
242;Biel/Bienne;61935;30615;49.4;30504;976;13132;16396;44.5;
243;Seeland;50607;26557;52.5;26455;763;11372;14320;44.3;
244;Oberaargau;56622;27721;49.0;27620;851;11278;15491;42.1;
245;Emmental;71703;33070;46.1;32971;899;13891;18181;43.3;
246;Bern-Mittelland;278558;147113;52.8;146777;3560;73342;69875;51.2;
247;Thun;79537;41273;51.9;41148;1269;17948;21931;45.0;
248;Obersimmental-Saanen;12002;5927;49.4;5917;206;2015;3696;35.3;
249;Frutigen-Niedersimmental;30160;15261;50.6;15218;457;5424;9337;36.7;
250;Interlaken-Oberhasli;33761;16250;48.1;16228;613;6517;9098;41.7;
301;Entlebuch;13438;7718;57.4;7644;265;2698;4681;36.6;
302;Hochdorf;42084;24180;57.5;23900;816;10584;12500;45.8;
303;Luzern;115688;66955;57.9;66178;1843;31134;33201;48.4;
304;Sursee;48455;28192;58.2;27745;821;12987;13937;48.2;
305;Willisau;33853;18305;54.1;18088;545;7725;9818;44.0;
400;Kt Uri;25748;12739;49.5;12561;213;4889;7459;39.6;
501;Einsiedeln;10004;5458;54.6;5458;185;2118;3155;40.2;
502;Gersau;1433;800;55.8;799;18;330;451;42.3;
503;Höfe;17660;11162;63.2;11149;261;4866;6022;44.7;
504;Küssnacht (SZ);8068;4876;60.4;4875;125;2205;2545;46.4;
505;March;25146;13693;54.5;13689;378;4957;8354;37.2;
506;Schwyz;35133;20437;58.2;20409;511;6997;12901;35.2;
600;Kt Obwalden;25058;14658;58.5;14343;448;5989;7906;43.1;
700;Kt Nidwalden;30230;18435;61.0;17985;409;7298;10278;41.5;
800;Kt Glarus;25896;11697;45.2;11689;314;4706;6669;41.4;
900;Kt Zug;71446;41398;57.9;41295;1034;19888;20373;49.4;
1001;La Broye;17770;8269;46.5;8217;314;3624;4279;45.9;
1002;La Glâne;14052;5844;41.6;5796;193;2492;3111;44.5;
1003;La Gruyère;29703;12856;43.3;12655;576;5743;6336;47.5;
1004;La Sarine;58317;28851;49.5;28732;873;13235;14624;47.5;
1005;See / Lac;21870;11133;50.9;11110;360;5386;5364;50.1;
1006;Sense;30778;15013;48.8;14984;518;7076;7390;48.9;
1007;La Veveyse;10390;4570;44.0;4548;162;2009;2377;45.8;
1101;Gäu;12223;6819;55.8;6816;151;2826;3839;42.4;
1102;Thal;9642;5488;56.9;5482;97;2080;3305;38.6;
1103;Bucheggberg;5869;3350;57.1;3347;71;1531;1745;46.7;
1104;Dorneck;13495;7705;57.1;7689;194;3665;3830;48.9;
1105;Gösgen;15315;8479;55.4;8466;203;3858;4405;46.7;
1106;Wasseramt;31317;17068;54.5;17038;409;7251;9378;43.6;
1107;Lebern;29411;15774;53.6;15753;413;6605;8735;43.1;
1108;Olten;33149;18556;56.0;18535;374;8354;9807;46.0;
1109;Solothurn;11283;6217;55.1;6216;120;3244;2852;53.2;
1110;Thierstein;10100;5125;50.7;5116;153;2078;2885;41.9;
1200;Kt Basel-Stadt;107760;61627;57.2;61410;2129;28129;31152;47.5;
1301;Arlesheim;102382;54356;53.1;53890;1324;27250;25316;51.8;
1302;Laufen;13110;6464;49.3;6435;169;2793;3473;44.6;
1303;Liestal;35784;17849;49.9;17584;463;7856;9265;45.9;
1304;Sissach;24167;12310;50.9;12226;298;4941;6987;41.4;
1305;Waldenburg;10882;5448;50.1;5434;160;2072;3202;39.3;
1401;Oberklettgau;3052;2101;68.8;2064;90;910;1064;46.1;
1402;Reiat;5382;4022;74.7;3875;160;1663;2052;44.8;
1403;Schaffhausen;31940;21467;67.2;20761;830;9460;10471;47.5;
1404;Schleitheim;2168;1409;65.0;1377;42;536;799;40.1;
1405;Stein;3532;2325;65.8;2287;104;943;1240;43.2;
1406;Unterklettgau;3332;2241;67.3;2205;96;845;1264;40.1;
1501;Hinterland;16375;8904;54.4;8894;237;3794;4863;43.8;
1502;Mittelland;11779;7272;61.7;7257;222;3613;3422;51.4;
1503;Vorderland;9284;5303;57.1;5293;158;2221;2914;43.3;
1600;Kt Appenzell Innerrhoden;11016;5610;50.9;5507;122;2110;3275;39.2;
1721;St Gallen;75020;40588;54.1;40492;1442;19329;19721;49.5;
1722;Rorschach;24945;13628;54.6;13606;540;6040;7026;46.2;
1723;Rheintal;40103;21630;53.9;21591;797;8271;12523;39.8;
1724;Werdenberg;21232;11060;52.1;11037;433;4426;6178;41.7;
1725;Sarganserland;24612;12541;51.0;12521;463;4698;7360;39.0;
1726;See-Gaster;41560;22476;54.1;22429;616;9247;12566;42.4;
1727;Toggenburg;30159;15895;52.7;15872;549;6077;9246;39.7;
1728;Wil;44934;25585;56.9;25550;946;11210;13394;45.6;
1821;Albula;5973;2572;43.1;2553;88;1132;1333;45.9;
1822;Bernina;3743;1955;52.2;1930;86;849;995;46.0;
1823;Hinterrhein;9061;4240;46.8;4198;145;1791;2262;44.2;
1824;Imboden;12672;6162;48.6;6106;186;2583;3337;43.6;
1825;Inn;6791;2869;42.2;2850;131;1304;1415;48.0;
1826;Landquart;17065;7631;44.7;7522;216;2938;4368;40.2;
1827;Maloja / Maloggia;11229;5244;46.7;5167;171;2726;2270;54.6;
1828;Moësa;5654;2901;51.3;2831;210;1062;1559;40.5;
1829;Plessur;28140;12953;46.0;12720;410;5394;6916;43.8;
1830;Prättigau-Davos;17807;8019;45.0;7907;239;2992;4676;39.0;
1831;Surselva;16551;6692;40.4;6614;270;3093;3251;48.8;
1901;Aarau;45875;25281;55.1;25251;614;12264;12373;49.8;
1902;Baden;79321;43578;54.9;43471;1065;21253;21153;50.1;
1903;Bremgarten;44510;23875;53.6;23863;596;10854;12413;46.6;
1904;Brugg;30109;16847;56.0;16799;390;7883;8526;48.0;
1905;Kulm;24209;12548;51.8;12508;329;4750;7429;39.0;
1906;Laufenburg;19665;10057;51.1;10019;238;4586;5195;46.9;
1907;Lenzburg;34460;18544;53.8;18525;495;8110;9920;45.0;
1908;Muri;21489;11289;52.5;11280;318;4969;5993;45.3;
1909;Rheinfelden;27744;12979;46.8;12968;316;6167;6485;48.7;
1910;Zofingen;42117;21181;50.3;21144;625;9179;11340;44.7;
1911;Zurzach;19444;10390;53.4;10375;318;4303;5754;42.8;
2001;Arbon;24871;12851;51.7;12515;370;5747;6398;47.3;
2002;Bischofszell;19979;10342;51.8;10099;337;4175;5587;42.8;
2003;Diessenhofen;4284;2297;53.6;2274;72;899;1303;40.8;
2004;Frauenfeld;30886;16050;52.0;15692;382;7054;8256;46.1;
2005;Kreuzlingen;21150;10811;51.1;10559;310;4659;5590;45.5;
2006;Münchwilen;25286;12857;50.8;12539;340;5022;7177;41.2;
2007;Steckborn;12407;6373;51.4;6219;324;2362;3533;40.1;
2008;Weinfelden;17631;9260;52.5;9119;244;3849;5026;43.4;
2101;Bellinzona;29691;14126;47.6;13961;439;6382;7140;47.2;
2102;Blenio;4555;1832;40.2;1823;66;719;1038;40.9;
2103;Leventina;6136;3041;49.6;3017;111;1301;1605;44.8;
2104;Locarno;40857;17871;43.7;17718;622;7614;9482;44.5;
2105;Lugano;85640;40096;46.8;39798;1224;17241;21333;44.7;
2106;Mendrisio;32633;15303;46.9;15155;446;6650;8059;45.2;
2107;Riviera;6998;3011;43.0;2993;99;1241;1653;42.9;
2108;Vallemaggia;4302;1884;43.8;1872;88;803;981;45.0;
2221;Aigle;21469;10756;50.1;10727;335;4249;6143;40.9;
2222;Broye-Vully;21857;10635;48.7;10603;279;4245;6079;41.1;
2223;Gros-de-Vaud;24905;13324;53.5;13262;272;5403;7587;41.6;
2224;Jura-Nord vaudois;49983;25401;50.8;25291;669;9512;15110;38.6;
2225;Lausanne;76924;39227;51.0;39171;1225;13970;23976;36.8;
2226;Lavaux-Oron;34397;19921;57.9;19735;380;8824;10531;45.6;
2227;Morges;43845;23585;53.8;23514;548;10228;12738;44.5;
2228;Nyon;46168;24592;53.3;24527;511;11652;12364;48.5;
2229;Ouest lausannois;30862;15398;49.9;15232;384;5699;9149;38.4;
2230;Riviera-Pays-d'Enhaut;42060;22270;52.9;22215;714;9872;11629;45.9;
2301;Brig;18392;10347;56.3;10184;268;4368;5548;44.1;
2302;Conthey;15700;8307;52.9;8080;293;3865;3922;49.6;
2303;Entremont;9169;4968;54.2;4877;148;2495;2234;52.8;
2304;Goms;3586;1768;49.3;1740;66;830;844;49.6;
2305;Hérens;8044;4810;59.8;4695;125;2159;2411;47.2;
2306;Leuk;8851;5163;58.3;5077;123;2219;2735;44.8;
2307;Martigny;25186;13701;54.4;13401;516;6536;6349;50.7;
2308;Monthey;24775;13018;52.5;12616;440;5632;6544;46.3;
2309;Raron;8332;4514;54.2;4455;120;2046;2289;47.2;
2310;Saint-Maurice;8049;4486;55.7;4416;142;2207;2067;51.6;
2311;Sierre;27714;15035;54.3;14729;572;7194;6963;50.8;
2312;Sion;27006;14705;54.5;14355;467;6883;7005;49.6;
2313;Visp;18368;9406;51.2;9152;285;3922;4945;44.2;
2401;Boudry;25241;12786;50.7;12742;470;6161;6111;50.2;
2402;La Chaux-de-Fonds;23381;10265;43.9;10191;405;4162;5624;42.5;
2403;Le Locle;9589;4457;46.5;4423;195;1849;2379;43.7;
2404;Neuchâtel;32206;15932;49.5;15872;608;7385;7879;48.4;
2405;Val-de-Ruz;10683;5462;51.1;5434;166;2575;2693;48.9;
2406;Val-de-Travers;8528;3511;41.2;3501;148;1411;1942;42.1;
