Volksabstimmung vom 2 Dezember 2001;484;484
Volksinitiative «für eine Kapitalgewinnsteuer»;
102;Andelfingen;18557 ;8373 ;8204 ;2473 ;1705;Werdenberg;20821 ;7847 ;7757 ;2792
103;Bülach;70173 ;26245 ;25784 ;7977 ;1706;Sargans;22947 ;8682 ;8611 ;2844
104;Dielsdorf;43440 ;14913 ;14668 ;4368 ;1707;Gaster;8569 ;2611 ;2595 ;820
105;Hinwil;51123 ;20061 ;19706 ;6168 ;1708;See;29032 ;10908 ;10795 ;3249
106;Horgen;71095 ;31563 ;30845 ;8926 ;1709;Obertoggenburg;7952 ;3029 ;2982 ;997
107;Meilen;61365 ;28263 ;27767 ;6180 ;1710;Neutoggenburg;9340 ;3501 ;3461 ;1192
108;Pfäffikon;33755 ;13337 ;13034 ;4032 ;1711;Alttoggenburg;9692 ;3425 ;3390 ;1036
109;Uster;68911 ;26258 ;25694 ;8006 ;1712;Untertoggenburg;23340 ;8450 ;8362 ;3040
110;Winterthur;89984 ;40478 ;39269 ;14458 ;1713;Wil;21115 ;8219 ;8137 ;2571
111;Dietikon;44283 ;16921 ;16646 ;4973 ;1714;Gossau;19509 ;7629 ;7581 ;2455
112;Zürich;216948 ;83882 ;81638 ;35145 ;1821;Albula;6250 ;1914 ;1888 ;514
201;Aarberg;23531 ;8607 ;8466 ;3239 ;1822;Bernina;3735 ;1292 ;1262 ;351
202;Aarwangen;28671 ;10950 ;10787 ;3891 ;1823;Hinterrhein;8547 ;2860 ;2802 ;1052
203;Bern;168478 ;69094 ;67658 ;30740 ;1824;Imboden;11435 ;3604 ;3544 ;1205
204;Biel;32265 ;10620 ;10404 ;4978 ;1825;Inn;6590 ;1973 ;1943 ;608
205;Büren;15667 ;5487 ;5395 ;2111 ;1826;Landquart;15228 ;4558 ;4486 ;1483
206;Burgdorf;32178 ;11998 ;11769 ;4789 ;1827;Maloja;11075 ;3633 ;3533 ;994
207;Courtelary;15293 ;6014 ;5895 ;2688 ;1828;Moesa;5457 ;1829 ;1776 ;528
208;Erlach;7321 ;2870 ;2808 ;896 ;1829;Plessur;26525 ;10292 ;9820 ;3613
209;Fraubrunnen;26880 ;10608 ;10449 ;4148 ;1830;Prättigau-Davos;17232 ;5631 ;5449 ;1656
210;Frutigen;13491 ;5636 ;5478 ;1876 ;1831;Surselva;16482 ;5103 ;5002 ;1518
211;Interlaken;26743 ;10464 ;10256 ;4090 ;1901;Aarau;42304 ;15863 ;15629 ;5091
212;Konolfingen;40918 ;15630 ;15321 ;6096 ;1902;Baden;73208 ;24772 ;24448 ;6666
213;Laupen;10783 ;4071 ;4014 ;1474 ;1903;Bremgarten;40406 ;12621 ;12493 ;3324
214;Moutier;15489 ;6973 ;6849 ;3030 ;1904;Brugg;28324 ;10202 ;10047 ;2900
215;La Neuveville;4132 ;1709 ;1663 ;733 ;1905;Kulm;23263 ;7326 ;7239 ;1972
216;Nidau;28613 ;10853 ;10693 ;4095 ;1906;Laufenburg;17726 ;5708 ;5624 ;1480
217;Niedersimmental;15990 ;6298 ;6179 ;2585 ;1907;Lenzburg;30298 ;10072 ;9958 ;2683
218;Oberhasli;5649 ;2085 ;2034 ;722 ;1908;Muri;19016 ;5776 ;5687 ;1407
219;Obersimmental;6133 ;2338 ;2305 ;732 ;1909;Rheinfelden;24911 ;7732 ;7631 ;2230
220;Saanen;5525 ;1811 ;1761 ;512 ;1910;Zofingen;38993 ;12127 ;11923 ;3953
221;Schwarzenburg;7465 ;2630 ;2594 ;1103 ;1911;Zurzach;18812 ;5997 ;5927 ;1465
222;Seftigen;26136 ;10466 ;10250 ;4166 ;2001;Arbon;22833 ;7602 ;7356 ;2636
223;Signau;18392 ;5485 ;5374 ;2091 ;2002;Bischofszell;18731 ;5908 ;5731 ;1712
224;Thun;66137 ;27329 ;26791 ;11732 ;2003;Diessenhofen;3961 ;1401 ;1382 ;440
225;Trachselwald;17699 ;5567 ;5486 ;2061 ;2004;Frauenfeld;27863 ;10380 ;10146 ;3282
226;Wangen;18832 ;6867 ;6799 ;2351 ;2005;Kreuzlingen;20534 ;7582 ;7326 ;2314
301;Entlebuch;12962 ;5327 ;5225 ;1161 ;2006;Münchwilen;22568 ;8559 ;8376 ;2319
302;Hochdorf;38602 ;16862 ;16536 ;4995 ;2007;Steckborn;11212 ;4602 ;4444 ;1203
303;Luzern;107069 ;44618 ;43763 ;15849 ;2008;Weinfelden;15947 ;6282 ;6097 ;1719
304;Sursee;41825 ;16640 ;16314 ;4262 ;2101;Bellinzona;27347 ;8333 ;8034 ;2472
305;Willisau;31160 ;12166 ;11895 ;2992 ;2102;Blenio;4495 ;1428 ;1386 ;384
306;LU-Auslandschweizer;2488 ;1302 ;1278 ;305 ;2103;Leventina;6224 ;2417 ;2324 ;584
400;Uri;25431 ;9974 ;9654 ;2873 ;2104;Locarno;38018 ;11257 ;10822 ;3078
501;Einsiedeln;8717 ;3867 ;3760 ;712 ;2105;Lugano;78639 ;25446 ;24765 ;6280
502;Gersau;1310 ;549 ;537 ;107 ;2106;Mendrisio;31058 ;9997 ;9703 ;2607
503;Höfe;16159 ;7766 ;7519 ;1385 ;2107;Riviera;6553 ;1802 ;1743 ;579
504;Küssnacht;7531 ;3515 ;3347 ;776 ;2108;Vallemaggia;3987 ;1263 ;1200 ;356
505;March;21490 ;8382 ;8139 ;1805 ;2201;Aigle;19539 ;5052 ;4958 ;1802
506;Schwyz;32180 ;16014 ;15345 ;2489 ;2202;Aubonne;7109 ;2320 ;2280 ;689
600;Obwalden;22541 ;9809 ;9548 ;2351 ;2203;Avenches;4124 ;1103 ;1080 ;358
700;Nidwalden;27492 ;11271 ;10950 ;2419 ;2204;Cossonay;13324 ;3845 ;3759 ;1359
800;Glarus;24607 ;8765 ;8639 ;2776 ;2205;Echallens;13367 ;3863 ;3790 ;1300
900;Zug;65684 ;29220 ;28907 ;7037 ;2206;Grandson;8309 ;2387 ;2351 ;942
1001;La Brove;14710 ;7133 ;6944 ;2514 ;2207;Lausanne;110816 ;33072 ;32257 ;12995
1002;La Glâne;12144 ;4027 ;3953 ;1417 ;2208;Lavaux;14982 ;5393 ;5238 ;1517
1003;La Gruyère;25470 ;12754 ;12367 ;4117 ;2209;Morges;38112 ;11492 ;11254 ;3881
1004;La Sarine;52462 ;17402 ;16954 ;7006 ;2210;Moudon;7271 ;2167 ;2111 ;807
1005;See/Lac;19155 ;7111 ;7008 ;2362 ;2211;Nyon;33436 ;9880 ;9664 ;2447
1006;Sense;28028 ;8790 ;8672 ;3133 ;2212;Orbe;12026 ;3622 ;3507 ;1356
1007;La Veveyse;8692 ;2948 ;2881 ;1037 ;2213;Oron;6721 ;1915 ;1879 ;747
1101;Gäu;11188 ;3957 ;3906 ;1216 ;2214;Payerne;8965 ;2428 ;2376 ;774
1102;Thal;9559 ;3825 ;3783 ;1209 ;2215;Pays-d'Enhaut;2955 ;785 ;773 ;234
1103;Bucheggberg;5518 ;2330 ;2305 ;772 ;2216;Rolle;6328 ;1997 ;1951 ;571
1104;Dorneck;12465 ;5162 ;5087 ;1650 ;2217;La Vallée;4049 ;1169 ;1140 ;494
1105;Gösgen;14709 ;5782 ;5721 ;2208 ;2218;Vevey;37155 ;10323 ;10157 ;3697
1106;Wasseramt;30203 ;10905 ;10781 ;4504 ;2219;Yverdon;20536 ;5907 ;5788 ;2266
1107;Lebern;28967 ;10643 ;10508 ;3737 ;2301;Brig;17267 ;5033 ;4939 ;1736
1108;Olten;32037 ;11808 ;11660 ;4446 ;2302;Conthey;14172 ;3770 ;3692 ;1064
1109;Solothurn;10404 ;4122 ;4055 ;1633 ;2303;Entremont;8524 ;2713 ;2654 ;656
1110;Thierstein;9526 ;3462 ;3421 ;1006 ;2304;Goms;3664 ;1127 ;1103 ;353
1200;Basel-Stadt;114058 ;51098 ;50225 ;19220 ;2305;Hérens;7315 ;2595 ;2560 ;700
1201;BS-Korrespondenzweg;3976 ;0 ;0 ;0 ;2306;Leuk;8503 ;2765 ;2712 ;869
1301;Arlesheim;99260 ;39970 ;39175 ;11861 ;2307;Martigny;21870 ;6700 ;6544 ;2037
1302;Laufen;11836 ;3845 ;3803 ;1205 ;2308;Monthey;21010 ;6303 ;6110 ;1726
1303;Liestal;33689 ;12085 ;11902 ;3887 ;2309;Raron;8180 ;2633 ;2588 ;972
1304;Sissach;21652 ;7809 ;7663 ;2560 ;2310;Saint-Maurice;7258 ;2888 ;2799 ;833
1305;Waldenburg;10253 ;3346 ;3288 ;1070 ;2311;Sierre;25622 ;8082 ;7884 ;2340
1401;Oberklettgau;2950 ;1844 ;1716 ;487 ;2312;Sion;24162 ;7065 ;6928 ;1989
1402;Reiat;5002 ;3433 ;3196 ;954 ;2313;Visp;18095 ;4627 ;4519 ;1472
1403;Schaffhausen;31691 ;18610 ;16994 ;6514 ;2401;Boudry;23566 ;12298 ;12089 ;4577
1404;Schleitheim;2233 ;1139 ;1065 ;245 ;2402;La Chaux-de-Fonds;23293 ;10208 ;10032 ;4771
1405;Stein;3261 ;1943 ;1874 ;598 ;2403;Le Locle;9402 ;4613 ;4538 ;2058
1406;Unterklettgau;2950 ;1587 ;1515 ;441 ;2404;Neuchâtel;30748 ;14671 ;14414 ;5846
1501;Hinterland;15803 ;6346 ;6275 ;2008 ;2405;Val-de-Ruz;9512 ;4975 ;4887 ;1871
1502;Mittelland;11076 ;5327 ;5272 ;1779 ;2406;Val-de-Travers;7975 ;3537 ;3482 ;1389
1503;Vorderland;8870 ;3857 ;3786 ;1381 ;2500;Genève;206470 ;87253 ;83602 ;28922
1600;Appenzell Innerrhoden;9958 ;3715 ;3654 ;831 ;2501;GE-Korrespondenzweg;8752 ;3485 ;3398 ;1244
1701;St Gallen;50711 ;19798 ;19599 ;7729 ;2601;Delémont;23307 ;8170 ;7979 ;3916
1702;Rorschach;21972 ;7849 ;7781 ;2753 ;2602;Les Franches-Montagnes;7083 ;2497 ;2445 ;1153
1703;Unterrheintal;24372 ;8847 ;8785 ;2894 ;2603;Porrentruy;17633 ;6425 ;6315 ;2506
