Volksabstimmung vom 24 September 2006;523;523
Volksinitiative «Nationalbankgewinne für die AHV»;
102;Andelfingen;19953;11090;55.6;10874;3636;33.4
103;Bülach;76180;38038;49.9;37162;14871;40.0
104;Dielsdorf;46410;22262;48.0;21702;8483;39.1
105;Hinwil;54456;26747;49.1;26138;9547;36.5
106;Horgen;72578;38612;53.2;37717;14077;37.3
107;Meilen;64014;36557;57.1;35642;10921;30.6
108;Pfäffikon;35957;18862;52.5;18487;6987;37.8
109;Uster;72231;36113;50.0;35100;13263;37.8
110;Winterthur;95564;50870;53.2;49047;20376;41.5
111;Dietikon;44791;21927;49.0;21399;8544;39.9
112;Zürich;220847;110289;49.9;105241;51027;48.5
201;Aarberg;24633;10750;43.6;10472;4129;39.4
202;Aarwangen;29519;13614;46.1;13403;5409;40.4
203;Bern;169117;84513;50.0;82152;34920;42.5
204;Biel;32527;14896;45.8;14455;7992;55.3
205;Büren;16118;6980;43.3;6881;3160;45.9
206;Burgdorf;33262;13951;41.9;13690;5762;42.1
207;Courtelary;15543;6778;43.6;6586;3710;56.3
208;Erlach;7591;3360;44.3;3297;1174;35.6
209;Fraubrunnen;28082;12720;45.3;12473;5083;40.8
210;Frutigen;14003;6534;46.7;6347;2125;33.5
211;Interlaken;27558;10026;36.4;9871;4116;41.7
212;Konolfingen;42614;18854;44.2;18434;7451;40.4
213;Laupen;11059;4813;43.5;4734;1840;38.9
214;Moutier;15573;7222;46.4;7012;4125;58.8
215;La Neuveville;4290;1979;46.1;1921;962;50.1
216;Nidau;30015;14292;47.6;14011;6272;44.8
217;Niedersimmental;16631;6694;40.3;6568;2628;40.0
218;Oberhasli;5675;2048;36.1;2014;814;40.4
219;Obersimmental;6210;2502;40.3;2451;832;33.9
220;Saanen;5597;1977;35.3;1929;571;29.6
221;Schwarzenburg;7859;2938;37.4;2867;1208;42.1
222;Seftigen;27304;12311;45.1;12038;4842;40.2
223;Signau;18945;6306;33.3;6186;2263;36.6
224;Thun;69480;29177;42.0;28626;11602;40.5
225;Trachselwald;17959;6954;38.7;6797;2634;38.8
226;Wangen;19567;8434;43.1;8333;3398;40.8
301;Entlebuch;13103;5995;45.8;5819;1840;31.6
302;Hochdorf;40387;19848;49.1;19440;6920;35.6
303;Luzern;110645;56352;50.9;55193;22533;40.8
304;Sursee;44801;21282;47.5;20696;6430;31.1
305;Willisau;32071;14708;45.9;14375;4813;33.5
400;Kt Uri;25633;10072;39.3;9894;3376;34.1
501;Einsiedeln;9318;4638;49.8;4530;1480;32.7
502;Gersau;1375;682;49.6;662;268;40.5
503;Höfe;17268;9216;53.4;8930;2816;31.5
504;Küssnacht (SZ);7879;4128;52.4;4013;1330;33.1
505;March;23234;11263;48.5;10977;4014;36.6
506;Schwyz;33700;17819;52.9;17325;5938;34.3
600;Kt Obwalden;23599;11146;47.2;10786;2705;25.1
700;Kt Nidwalden;29214;14290;48.9;13918;3697;26.6
800;Kt Glarus;25291;10487;41.5;10377;3476;33.5
900;Kt Zug;69572;37814;54.4;37393;12410;33.2
1001;La Broye;16109;8168;50.7;7985;3311;41.5
1002;La Glâne;13026;5844;44.9;5691;2375;41.7
1003;La Gruyère;27526;12920;46.9;12473;4648;37.3
1004;La Sarine;55044;30066;54.6;28826;10838;37.6
1005;See / Lac;20723;9852;47.5;9689;3893;40.2
1006;Sense;29483;13790;46.8;13607;5876;43.2
1007;La Veveyse;9530;4368;45.8;4222;1831;43.4
1101;Gäu;11611;5320;45.8;5273;2066;39.2
1102;Thal;9697;4739;48.9;4706;1949;41.4
1103;Bucheggberg;5766;2705;46.9;2664;992;37.2
1104;Dorneck;13175;6748;51.2;6637;2947;44.4
1105;Gösgen;14829;6800;45.9;6754;3005;44.5
1106;Wasseramt;30951;14006;45.3;13859;6376;46.0
1107;Lebern;29179;13347;45.7;13207;5799;43.9
1108;Olten;32425;15422;47.6;15255;6614;43.4
1109;Solothurn;10647;5092;47.8;5009;2061;41.1
1110;Thierstein;9880;4257;43.1;4194;1945;46.4
