Volksabstimmung vom 17 Mai 2009;Abst-Nr;541;
Verfassungsartikel «Zukunft mit Komplementärmedizin» (Gegenentwurf zur Volksinitiative «Ja zur Komplementärmedizin»);
101;Affoltern;31550;12779;40.5;12571;7797;4774;62.0;
102;Andelfingen;20602;9342;45.3;9161;5296;3865;57.8;
103;Bülach;79835;30033;37.6;29424;17797;11627;60.5;
104;Dielsdorf;48409;16663;34.4;16307;9935;6372;60.9;
105;Hinwil;57148;23062;40.4;22619;13893;8726;61.4;
106;Horgen;73453;31791;43.3;31107;19323;11784;62.1;
107;Meilen;64671;30443;47.1;29677;17303;12374;58.3;
108;Pfäffikon;36915;15546;42.1;15235;9223;6012;60.5;
109;Uster;75013;29363;39.1;28705;17664;11041;61.5;
110;Winterthur;99749;44322;44.4;43430;27547;15883;63.4;
111;Dietikon;45479;17121;37.6;16741;10161;6580;60.7;
112;Zürich;225523;84990;37.7;82319;54412;27907;66.1;
201;Aarberg;25593;8046;31.4;7950;5262;2688;66.2;
202;Aarwangen;29945;9666;32.3;9591;6020;3571;62.8;
203;Bern;167496;69801;41.7;68944;47310;21634;68.6;
204;Biel;33024;10296;31.2;10187;7152;3035;70.2;
205;Büren;16118;4718;29.3;4672;3096;1576;66.3;
206;Burgdorf;34097;11572;33.9;11436;7398;4038;64.7;
207;Courtelary;15589;5291;33.9;5192;3656;1536;70.4;
208;Erlach;7768;2578;33.2;2553;1737;816;68.0;
209;Fraubrunnen;29180;10064;34.5;9963;6597;3366;66.2;
210;Frutigen;14284;4505;31.5;4445;2410;2035;54.2;
211;Interlaken;27953;12203;43.7;11999;7945;4054;66.2;
212;Konolfingen;43471;15369;35.4;15195;10174;5021;67.0;
213;Laupen;11176;3542;31.7;3511;2421;1090;69.0;
214;Moutier;15636;5955;38.1;5850;3994;1856;68.3;
215;La Neuveville;4346;1495;34.4;1476;1143;333;77.4;
216;Nidau;30357;10053;33.1;9931;6587;3344;66.3;
217;Niedersimmental;16818;5571;33.1;5522;3752;1770;67.9;
218;Oberhasli;5681;1718;30.2;1691;1119;572;66.2;
219;Obersimmental;6288;2443;38.9;2390;1449;941;60.6;
220;Saanen;5654;2289;40.5;2245;1405;840;62.6;
221;Schwarzenburg;7981;2136;26.8;2120;1476;644;69.6;
222;Seftigen;27922;9937;35.6;9854;6596;3258;66.9;
223;Signau;19201;6505;33.9;6371;4360;2011;68.4;
224;Thun;71100;25521;35.9;25234;17077;8157;67.7;
225;Trachselwald;18132;5015;27.7;4938;3001;1937;60.8;
226;Wangen;20044;6165;30.8;6111;3860;2251;63.2;
301;Entlebuch;13257;4556;34.4;4470;2557;1913;57.2;
302;Hochdorf;41671;16336;39.2;16056;10566;5490;65.8;
303;Luzern;113649;48606;42.8;47536;31408;16128;66.1;
304;Sursee;46880;17010;36.3;16653;10570;6083;63.5;
305;Willisau;33199;10645;32.1;10454;6604;3850;63.2;
400;Kt Uri;25925;10446;40.3;10172;5953;4219;58.5;
501;Einsiedeln;9755;3864;39.6;3818;2273;1545;59.5;
502;Gersau;1398;582;41.6;578;310;268;53.6;
503;Höfe;17583;8035;45.7;7956;4616;3340;58.0;
504;Küssnacht (SZ);8067;3589;44.5;3552;2184;1368;61.5;
505;March;24575;8671;35.3;8628;5195;3433;60.2;
506;Schwyz;34561;13574;39.3;13464;7858;5606;58.4;
600;Kt Obwalden;24401;8877;36.4;8619;5354;3265;62.1;
700;Kt Nidwalden;29942;11410;38.1;11115;7203;3912;64.8;
800;Kt Glarus;25683;6762;26.3;6705;4021;2684;60.0;
900;Kt Zug;70804;31001;43.8;30816;19993;10823;64.9;
1001;La Broye;17112;5644;33.0;5588;4121;1467;73.7;
1002;La Glâne;13686;3981;29.1;3929;2931;998;74.6;
1003;La Gruyère;28850;8493;29.4;8306;6053;2253;72.9;
1004;La Sarine;57138;20331;35.6;20096;14879;5217;74.0;
1005;See / Lac;21491;7412;34.5;7355;5119;2236;69.6;
1006;Sense;30210;8931;29.6;8888;5966;2922;67.1;
1007;La Veveyse;10055;3299;32.8;3257;2538;719;77.9;
1101;Gäu;11907;5629;47.3;5587;3547;2040;63.5;
1102;Thal;9662;4497;46.5;4467;2637;1830;59.0;
1103;Bucheggberg;5872;2199;37.4;2192;1493;699;68.1;
1104;Dorneck;13308;6421;48.2;6365;4506;1859;70.8;
1105;Gösgen;15031;5941;39.5;5897;3921;1976;66.5;
1106;Wasseramt;31186;12871;41.3;12779;8645;4134;67.7;
1107;Lebern;29262;12274;41.9;12159;8071;4088;66.4;
1108;Olten;33030;13583;41.1;13423;8673;4750;64.6;
