Volksabstimmung vom 17 Juni 2007;Abst-Nr;529
Bundesgesetz über die Invalidenversicherung;
102;Andelfingen;20137 ;7580 ;37.6 ;7437 ;4862 ;65.4  
103;Bülach;77140 ;25382 ;32.9 ;24912 ;16769 ;67.3  
104;Dielsdorf;46806 ;14032 ;30.0 ;13758 ;9176 ;66.7  
105;Hinwil;55230 ;17955 ;32.5 ;17658 ;11425 ;64.7  
106;Horgen;72812 ;25779 ;35.4 ;25299 ;17152 ;67.8  
107;Meilen;64137 ;25276 ;39.4 ;24679 ;17928 ;72.6  
108;Pfäffikon;36227 ;12595 ;34.8 ;12378 ;8091 ;65.4  
109;Uster;72875 ;23992 ;32.9 ;23487 ;15102 ;64.3  
110;Winterthur;96684 ;37616 ;38.9 ;36483 ;22580 ;61.9  
111;Dietikon;44917 ;15609 ;34.8 ;15275 ;10255 ;67.1  
112;Zürich;223309 ;81604 ;36.5 ;78899 ;42899 ;54.4  
201;Aarberg;24959 ;7060 ;28.3 ;6979 ;4414 ;63.2  
202;Aarwangen;29735 ;8345 ;28.1 ;8289 ;5345 ;64.5  
203;Bern;169199 ;67670 ;40.0 ;66686 ;37907 ;56.8  
204;Biel;32565 ;10217 ;31.4 ;10061 ;4767 ;47.4  
205;Büren;16095 ;4192 ;26.0 ;4165 ;2530 ;60.7  
206;Burgdorf;33541 ;9289 ;27.7 ;9221 ;5575 ;60.5  
207;Courtelary;15544 ;5302 ;34.1 ;5218 ;2390 ;45.8  
208;Erlach;7662 ;2127 ;27.8 ;2105 ;1323 ;62.9  
209;Fraubrunnen;28355 ;8691 ;30.7 ;8587 ;5176 ;60.3  
210;Frutigen;14096 ;3444 ;24.4 ;3424 ;2348 ;68.6  
211;Interlaken;27638 ;7520 ;27.2 ;7435 ;4608 ;62.0  
212;Konolfingen;42839 ;13688 ;32.0 ;13495 ;8387 ;62.1  
213;Laupen;11022 ;3287 ;29.8 ;3244 ;1995 ;61.5  
214;Moutier;15599 ;4834 ;31.0 ;4790 ;2123 ;44.3  
215;La Neuveville;4328 ;1402 ;32.4 ;1377 ;645 ;46.8  
216;Nidau;30140 ;9278 ;30.8 ;9146 ;5395 ;59.0  
217;Niedersimmental;16771 ;4875 ;29.1 ;4844 ;3017 ;62.3  
218;Oberhasli;5688 ;1479 ;26.0 ;1455 ;904 ;62.1  
219;Obersimmental;6230 ;1301 ;20.9 ;1291 ;911 ;70.6  
220;Saanen;5578 ;1160 ;20.8 ;1157 ;809 ;69.9  
221;Schwarzenburg;7845 ;1902 ;24.2 ;1883 ;1071 ;56.9  
222;Seftigen;27645 ;8138 ;29.4 ;8045 ;4938 ;61.4  
223;Signau;19041 ;4011 ;21.1 ;3959 ;2529 ;63.9  
224;Thun;69881 ;20862 ;29.9 ;20599 ;12630 ;61.3  
225;Trachselwald;17947 ;3846 ;21.4 ;3795 ;2488 ;65.6  
226;Wangen;19605 ;5345 ;27.3 ;5297 ;3371 ;63.6  
301;Entlebuch;13157 ;4350 ;33.1 ;4303 ;2967 ;69.0  
302;Hochdorf;40703 ;15153 ;37.2 ;14995 ;9951 ;66.4  
303;Luzern;111302 ;45784 ;41.1 ;45102 ;26839 ;59.5  
304;Sursee;45438 ;14368 ;31.6 ;14137 ;9598 ;67.9  
305;Willisau;32334 ;8617 ;26.6 ;8509 ;5774 ;67.9  
400;Kt Uri;25672 ;7020 ;27.3 ;6851 ;4352 ;63.5  
