Volksabstimmung vom 21 Mai 2006;522;522
Bundesbeschluss über die Neuordnung der Verfassungsbestimmungen zur Bildung;
102;Andelfingen;19905;6065;30.5;5908;4717;79.8
103;Bülach;75541;18640;24.7;18229;15549;85.3
104;Dielsdorf;46191;9987;21.6;9736;8280;85.0
105;Hinwil;54120;14652;27.1;14321;11645;81.3
106;Horgen;72528;19126;26.4;18758;16452;87.7
107;Meilen;63875;19153;30.0;18737;16459;87.8
108;Pfäffikon;35824;9834;27.5;9594;7904;82.4
109;Uster;71845;17233;24.0;16828;14650;87.1
110;Winterthur;95255;29441;30.9;28483;24019;84.3
111;Dietikon;44659;12875;28.8;12485;10835;86.8
112;Zürich;220084;61816;28.1;59535;52507;88.2
201;Aarberg;24571;4779;19.4;4753;4509;94.9
202;Aarwangen;29437;6290;21.4;6249;5659;90.6
203;Bern;169030;43023;25.5;42775;40164;93.9
204;Biel;32381;5994;18.5;5928;5442;91.8
205;Büren;15996;2709;16.9;2697;2516;93.3
206;Burgdorf;33073;6210;18.8;6192;5774;93.2
207;Courtelary;15492;2294;14.8;2271;2107;92.8
208;Erlach;7570;1420;18.8;1409;1345;95.5
209;Fraubrunnen;27956;6070;21.7;6031;5725;94.9
210;Frutigen;13985;2270;16.2;2243;1959;87.3
211;Interlaken;27441;4915;17.9;4876;4411;90.5
212;Konolfingen;42392;8550;20.2;8460;7928;93.7
213;Laupen;11035;2123;19.2;2099;1972;93.9
214;Moutier;15583;2527;16.2;2482;2222;89.5
215;La Neuveville;4303;781;18.2;773;732;94.7
216;Nidau;29886;5683;19.0;5624;5371;95.5
217;Niedersimmental;16614;4354;26.2;4298;3805;88.5
218;Oberhasli;5693;812;14.3;805;745;92.5
219;Obersimmental;6161;904;14.7;897;805;89.7
220;Saanen;5586;882;15.8;881;788;89.4
221;Schwarzenburg;7827;1175;15.0;1153;1047;90.8
222;Seftigen;27270;5270;19.3;5222;4876;93.4
223;Signau;18813;2615;13.9;2592;2340;90.3
224;Thun;69108;12770;18.5;12685;11698;92.2
225;Trachselwald;17941;2890;16.1;2857;2596;90.9
226;Wangen;19492;3721;19.1;3707;3500;94.4
301;Entlebuch;13078;3862;29.5;3785;2836;74.9
302;Hochdorf;40216;16472;41.0;16046;13308;82.9
303;Luzern;110319;42138;38.2;41212;36539;88.7
304;Sursee;44565;15341;34.4;14957;12620;84.4
305;Willisau;31957;9852;30.8;9620;7673;79.8
400;Kt Uri;25642;7223;28.2;7016;5306;75.6
501;Einsiedeln;9247;2862;31.0;2768;2089;75.5
502;Gersau;1380;607;44.0;596;425;71.3
503;Höfe;17173;5340;31.1;5215;4237;81.2
504;Küssnacht (SZ);7878;3250;41.3;3172;2610;82.3
505;March;23049;6078;26.4;5950;4616;77.6
506;Schwyz;33520;11913;35.5;11600;7846;67.6
600;Kt Obwalden;23478;6951;29.6;6753;5670;84.0
700;Kt Nidwalden;29109;9805;33.7;9479;7968;84.1
800;Kt Glarus;25107;8611;34.3;8468;7254;85.7
900;Kt Zug;69426;27550;39.7;27165;23563;86.7
1001;La Broye;16025;3414;21.3;3377;3008;89.1
1002;La Glâne;12965;2421;18.7;2383;2030;85.2
1003;La Gruyère;27415;5047;18.4;4940;4173;84.5
1004;La Sarine;54719;17687;32.3;17148;15189;88.6
1005;See / Lac;20534;4914;23.9;4884;4539;92.9
1006;Sense;29411;5979;20.3;5944;5407;91.0
1007;La Veveyse;9471;1938;20.5;1899;1693;89.2
1101;Gäu;11567;2455;21.2;2444;2199;90.0
1102;Thal;9670;2058;21.3;2042;1766;86.5
1103;Bucheggberg;5764;1544;26.8;1535;1437;93.6
1104;Dorneck;13121;3863;29.4;3835;3552;92.6
1105;Gösgen;14778;3585;24.3;3560;3207;90.1
1106;Wasseramt;30880;7011;22.7;6970;6404;91.9
1107;Lebern;29198;6487;22.2;6447;5934;92.0
1108;Olten;32345;7956;24.6;7899;7235;91.6
1109;Solothurn;10661;2758;25.9;2752;2597;94.4
1110;Thierstein;9875;2077;21.0;2068;1828;88.4
1200;Kt Basel-Stadt;109171;32772;30.0;31892;29255;91.7
1301;Arlesheim;101157;29327;29.0;28777;26603;92.4
1302;Laufen;12571;2367;18.8;2332;2069;88.7
1303;Liestal;34897;8287;23.7;8190;7344;89.7
1304;Sissach;22880;4869;21.3;4794;4108;85.7
1305;Waldenburg;10789;1776;16.5;1749;1457;83.3
1401;Oberklettgau;2825;1390;49.2;1246;1016;81.5
1402;Reiat;5227;2962;56.7;2700;2235;82.8
1403;Schaffhausen;31413;17040;54.2;15131;11917;78.8
1404;Schleitheim;2176;897;41.2;828;677;81.8
1405;Stein;3379;1390;41.1;1321;1063;80.5
1406;Unterklettgau;3290;1584;48.1;1479;1101;74.4
1501;Hinterland;16131;5024;31.1;4953;3945;79.6
1502;Mittelland;11336;4626;40.8;4564;3654;80.1
1503;Vorderland;9123;3171;34.8;3128;2494;79.7
1600;Kt Appenzell Innerrhoden;10429;1996;19.1;1981;1146;57.8
1721;St Gallen;74039;23618;31.9;23411;20060;85.7
1722;Rorschach;24808;6036;24.3;6005;5213;86.8
1723;Rheintal;39095;9135;23.4;9095;7357;80.9
1724;Werdenberg;21389;5211;24.4;5176;4446;85.9
1725;Sarganserland;23753;5379;22.6;5351;4342;81.1
1726;See-Gaster;39515;10468;26.5;10408;9082;87.3
1727;Toggenburg;30181;7390;24.5;7351;5775;78.6
1728;Wil;43560;10526;24.2;10467;8704;83.2
1821;Albula;6282;1559;24.8;1503;1253;83.4
1822;Bernina;3716;1556;41.9;1424;1092;76.7
1823;Hinterrhein;8767;2573;29.3;2498;2057;82.3
1824;Imboden;12061;2754;22.8;2675;2292;85.7
1825;Inn;6769;2006;29.6;1929;1537;79.7
1826;Landquart;16292;3534;21.7;3405;2892;84.9
1827;Maloja / Maloggia;11073;3718;33.6;3565;3066;86.0
1828;Moesa;5523;2837;51.4;2377;1713;72.1
1829;Plessur;27425;5982;21.8;5751;5037;87.6
1830;Prättigau-Davos;17413;4113;23.6;3969;3037;76.5
1831;Surselva;16582;4337;26.2;4101;3142;76.6
1901;Aarau;44246;12117;27.4;11959;9847;82.3
1902;Baden;76136;19598;25.7;19335;16526;85.5
1903;Bremgarten;42702;9703;22.7;9617;8072;83.9
1904;Brugg;29453;7514;25.5;7421;5991;80.7
1905;Kulm;23792;4996;21.0;4954;3495;70.5
1906;Laufenburg;18825;4160;22.1;4130;3239;78.4
1907;Lenzburg;32147;7471;23.2;7394;5897;79.8
1908;Muri;20132;4117;20.5;4085;3260;79.8
1909;Rheinfelden;26445;5485;20.7;5448;4804;88.2
1910;Zofingen;40730;8762;21.5;8636;6820;79.0
1911;Zurzach;19263;5472;28.4;5400;4188;77.6
2001;Arbon;23843;6987;29.3;6669;5623;84.3
2002;Bischofszell;19582;5453;27.8;5224;4242;81.2
2003;Diessenhofen;4135;1285;31.1;1237;1016;82.1
2004;Frauenfeld;29281;10210;34.9;9831;8265;84.1
2005;Kreuzlingen;20987;6901;32.9;6634;5515;83.1
2006;Münchwilen;24228;7277;30.0;7040;5688;80.8
2007;Steckborn;11970;4137;34.6;3950;3115;78.9
2008;Weinfelden;16705;5762;34.5;5498;4374;79.6
2101;Bellinzona;28158;7676;27.3;7411;4168;56.2
2102;Blenio;4558;1067;23.4;1026;609;59.4
2103;Leventina;6143;2032;33.1;1970;1187;60.3
