Volksabstimmung vom 2 Juni 2002;487;487
Schweizerisches Strafgesetzbuch (Schwangerschaftsabbruch. Fristenregelung);
102;Andelfingen;18673 ;8995 ;8809 ;6013 ;1706;Sargans;23094 ;9187 ;9125 ;4448
103;Bülach;70998 ;28900 ;28380 ;21554 ;1707;Gaster;8636 ;3026 ;3005 ;1552
104;Dielsdorf;43794 ;16566 ;16305 ;12640 ;1708;See;29296 ;12009 ;11913 ;7574
105;Hinwil;51546 ;21395 ;20971 ;13574 ;1709;Obertoggenburg;8047 ;3073 ;3047 ;1914
106;Horgen;71392 ;31466 ;30915 ;24751 ;1710;Neutoggenburg;9426 ;3706 ;3664 ;2199
107;Meilen;61733 ;30635 ;30063 ;23569 ;1711;Alttoggenburg;9723 ;3905 ;3885 ;1724
108;Pfäffikon;33910 ;15071 ;14759 ;10385 ;1712;Untertoggenburg;23415 ;9238 ;9181 ;5426
109;Uster;69257 ;28681 ;28145 ;22340 ;1713;Wil;21216 ;8994 ;8909 ;5063
110;Winterthur;90469 ;43721 ;42478 ;31285 ;1714;Gossau;19577 ;8241 ;8183 ;4693
111;Dietikon;44393 ;19016 ;18559 ;14668 ;1821;Albula;6218 ;1917 ;1896 ;1048
112;Zürich;216700 ;94727 ;92491 ;76261 ;1822;Bernina;3717 ;1217 ;1170 ;450
201;Aarberg;23756 ;8550 ;8481 ;6530 ;1823;Hinterrhein;8546 ;2847 ;2807 ;1832
202;Aarwangen;28723 ;10450 ;10359 ;7120 ;1824;Imboden;11471 ;4491 ;4408 ;3060
203;Bern;168480 ;75414 ;74431 ;60618 ;1825;Inn;6618 ;2193 ;2146 ;1413
204;Biel;32363 ;10649 ;10482 ;8493 ;1826;Landquart;15334 ;4825 ;4756 ;2996
205;Büren;15606 ;4870 ;4830 ;3722 ;1827;Maloja;11036 ;4008 ;3907 ;3028
206;Burgdorf;32291 ;11777 ;11653 ;8465 ;1828;Moesa;5448 ;1345 ;1297 ;833
207;Courtelary;15314 ;5108 ;5061 ;3759 ;1829;Plessur;26559 ;10184 ;9739 ;7005
208;Erlach;7340 ;2501 ;2488 ;1955 ;1830;Prättigau-Davos;17293 ;7048 ;6855 ;4443
209;Fraubrunnen;26913 ;10800 ;10706 ;8212 ;1831;Surselva;16490 ;5539 ;5442 ;2242
210;Frutigen;13509 ;5475 ;5424 ;2207 ;1901;Aarau;42474 ;16291 ;16059 ;11552
211;Interlaken;26819 ;8864 ;8773 ;6087 ;1902;Baden;73522 ;28579 ;28205 ;20833
212;Konolfingen;41105 ;16027 ;15831 ;10796 ;1903;Bremgarten;40795 ;13834 ;13688 ;9674
213;Laupen;10830 ;3929 ;3860 ;3065 ;1904;Brugg;28498 ;10874 ;10740 ;7759
214;Moutier;15448 ;5110 ;5039 ;3299 ;1905;Kulm;23283 ;8127 ;8039 ;4494
215;La Neuveville;4139 ;1582 ;1551 ;1261 ;1906;Laufenburg;17800 ;5753 ;5709 ;3486
216;Nidau;28640 ;10089 ;10002 ;8230 ;1907;Lenzburg;30412 ;10684 ;10564 ;7536
217;Niedersimmental;16035 ;6935 ;6791 ;4616 ;1908;Muri;19191 ;6456 ;6381 ;3749
218;Oberhasli;5649 ;1622 ;1611 ;1120 ;1909;Rheinfelden;25098 ;8127 ;8054 ;6015
219;Obersimmental;6154 ;2130 ;2108 ;1061 ;1910;Zofingen;39190 ;13046 ;12912 ;8068
220;Saanen;5588 ;1937 ;1916 ;1134 ;1911;Zurzach;18859 ;6310 ;6249 ;4007
221;Schwarzenburg;7541 ;2363 ;2345 ;1637 ;2001;Arbon;22796 ;8563 ;8259 ;4819
222;Seftigen;26269 ;9944 ;9843 ;6810 ;2002;Bischofszell;18755 ;7313 ;7083 ;3625
223;Signau;18427 ;5322 ;5272 ;3163 ;2003;Diessenhofen;3955 ;1552 ;1533 ;999
224;Thun;66555 ;24986 ;24665 ;16352 ;2004;Frauenfeld;28068 ;11709 ;11439 ;7435
225;Trachselwald;17714 ;5377 ;5342 ;3012 ;2005;Kreuzlingen;20563 ;8291 ;8066 ;5491
226;Wangen;18911 ;6241 ;6188 ;4527 ;2006;Münchwilen;22720 ;8963 ;8690 ;4604
301;Entlebuch;12985 ;6031 ;5908 ;2092 ;2007;Steckborn;11292 ;4683 ;4558 ;2827
302;Hochdorf;38775 ;20126 ;19656 ;11519 ;2008;Weinfelden;15990 ;6973 ;6727 ;3899
303;Luzern;107377 ;54006 ;52505 ;35905 ;2101;Bellinzona;27544 ;7271 ;7051 ;4706
304;Sursee;41979 ;20684 ;20171 ;10790 ;2102;Blenio;4483 ;1103 ;1070 ;605
305;Willisau;31226 ;14159 ;13859 ;6806 ;2103;Leventina;6213 ;1698 ;1645 ;943
306;LU-Auslandschweizer;2489 ;1314 ;1284 ;1078 ;2104;Locarno;38179 ;9690 ;9394 ;6006
400;Uri;25438 ;9068 ;8797 ;4458 ;2105;Lugano;79206 ;21609 ;21074 ;13511
501;Einsiedeln;8762 ;3496 ;3393 ;1935 ;2106;Mendrisio;31196 ;8444 ;8214 ;4958
502;Gersau;1321 ;643 ;614 ;349 ;2107;Riviera;6532 ;1217 ;1193 ;765
503;Höfe;16330 ;7833 ;7597 ;5271 ;2108;Vallemaggia;3997 ;1215 ;1183 ;649
504;Küssnacht;7658 ;3866 ;3691 ;2338 ;2201;Aigle;19506 ;8518 ;8394 ;6997
505;March;21664 ;8879 ;8607 ;5397 ;2202;Aubonne;7156 ;3726 ;3672 ;3151
506;Schwyz;32320 ;16673 ;16117 ;7668 ;2203;Avenches;4170 ;1672 ;1636 ;1385
600;Obwalden;22679 ;9708 ;9395 ;5294 ;2204;Cossonay;13404 ;6737 ;6625 ;5715
700;Nidwalden;27729 ;12661 ;12259 ;7737 ;2205;Echallens;13526 ;6763 ;6641 ;5607
800;Glarus;24696 ;10990 ;10759 ;7614 ;2206;Grandson;8342 ;3800 ;3738 ;3171
900;Zug;66049 ;32865 ;32412 ;22948 ;2207;Lausanne;103165 ;50367 ;49414 ;42710
1001;La Brove;14860 ;4809 ;4724 ;3374 ;2208;Lavaux;15051 ;8202 ;8083 ;7122
1002;La Glâne;12194 ;5267 ;5081 ;3458 ;2209;Morges;38292 ;19668 ;19299 ;16610
1003;La Gruyère;25663 ;7585 ;7389 ;4980 ;2210;Moudon;7305 ;3477 ;3403 ;2896
1004;La Sarine;52747 ;19156 ;18568 ;13418 ;2211;Nyon;33573 ;16985 ;16733 ;14620
1005;See/Lac;19224 ;6892 ;6807 ;5440 ;2212;Orbe;12073 ;5462 ;5366 ;4384
1006;Sense;28154 ;8695 ;8606 ;5583 ;2213;Oron;6785 ;3435 ;3364 ;2865
1007;La Veveyse;8763 ;2802 ;2744 ;2076 ;2214;Payerne;9006 ;3872 ;3789 ;3191
1101;Gäu;11230 ;4884 ;4811 ;2813 ;2215;Pays-d'Enhaut;2954 ;1142 ;1127 ;928
1102;Thal;9556 ;4393 ;4332 ;2239 ;2216;Rolle;6377 ;3340 ;3275 ;2797
1103;Bucheggberg;5517 ;2776 ;2727 ;2166 ;2217;La Vallée;4027 ;1801 ;1765 ;1400
1104;Dorneck;12534 ;6067 ;5961 ;4465 ;2218;Vevey;37395 ;17605 ;17194 ;14657
1105;Gösgen;14748 ;6864 ;6754 ;4508 ;2219;Yverdon;20616 ;9476 ;9314 ;7848
1106;Wasseramt;30271 ;14250 ;14006 ;10265 ;2220;VD-Auslandschweizer;8131 ;3643 ;3590 ;3158
1107;Lebern;28977 ;13501 ;13207 ;9839 ;2301;Brig;17343 ;5386 ;5307 ;1828
1108;Olten;32090 ;15300 ;15051 ;10539 ;2302;Conthey;14290 ;3842 ;3752 ;1952
1109;Solothurn;10426 ;5935 ;5734 ;4448 ;2303;Entremont;8598 ;3086 ;3011 ;1007
1110;Thierstein;9552 ;4524 ;4447 ;2653 ;2304;Goms;3648 ;1233 ;1219 ;374
1200;Basel-Stadt;117631 ;56782 ;55795 ;45614 ;2305;Hérens;7400 ;2500 ;2450 ;1212
1301;Arlesheim;99532 ;44903 ;44085 ;36378 ;2306;Leuk;8472 ;3049 ;2984 ;1112
1302;Laufen;11933 ;4345 ;4298 ;3066 ;2307;Martigny;21975 ;7255 ;7082 ;3695
1303;Liestal;33619 ;13579 ;13368 ;10410 ;2308;Monthey;21148 ;5718 ;5558 ;3648
1304;Sissach;21820 ;8060 ;7959 ;6170 ;2309;Raron;8179 ;3080 ;3030 ;768
1305;Waldenburg;10311 ;3846 ;3768 ;2627 ;2310;Saint-Maurice;7265 ;2725 ;2659 ;1382
1401;Oberklettgau;2969 ;2010 ;1931 ;1296 ;2311;Sierre;25722 ;7530 ;7353 ;4177
1402;Reiat;5018 ;3611 ;3415 ;2253 ;2312;Sion;24059 ;7281 ;7099 ;3798
1403;Schaffhausen;31913 ;20048 ;18670 ;12939 ;2313;Visp;18116 ;6188 ;6092 ;1477
1404;Schleitheim;2247 ;1229 ;1152 ;730 ;2401;Boudry;23581 ;12988 ;12833 ;11051
1405;Stein;3293 ;1897 ;1811 ;1154 ;2402;La Chaux-de-Fonds;23231 ;11486 ;11318 ;9738
1406;Unterklettgau;2945 ;1818 ;1764 ;1007 ;2403;Le Locle;9347 ;5010 ;4927 ;4176
1501;Hinterland;15909 ;6456 ;6347 ;4069 ;2404;Neuchâtel;30840 ;16546 ;16321 ;13853
1502;Mittelland;11053 ;5833 ;5753 ;3844 ;2405;Val-de-Ruz;9673 ;5326 ;5254 ;4561
1503;Vorderland;8811 ;3860 ;3809 ;2443 ;2406;Val-de-Travers;7973 ;3775 ;3735 ;3058
1600;Appenzell Innerrhoden;10101 ;3735 ;3705 ;1477 ;2500;Genève;207448 ;106942 ;104399 ;91649
1701;St Gallen;50978 ;22455 ;22245 ;14752 ;2501;GE-Korrespondenzweg;8990 ;4569 ;4513 ;3982
1702;Rorschach;22028 ;8540 ;8468 ;5286 ;2601;Delémont;23381 ;7115 ;6993 ;4888
1703;Unterrheintal;24436 ;8911 ;8852 ;5181 ;2602;Les Franches-Montagnes;7110 ;2224 ;2186 ;1513
1704;Oberrheintal;17544 ;6174 ;6149 ;2748 ;2603;Porrentruy;17616 ;5404 ;5317 ;3503
