Volksabstimmung vom 26 November 2006;527;527
Bundesgesetz über die Familienzulagen;
102;Andelfingen;19982;10461;52.4;10302;6146;59.7
103;Bülach;76464;34581;45.2;33849;20884;61.7
104;Dielsdorf;46533;20181;43.4;19706;11872;60.2
105;Hinwil;54590;25503;46.7;25091;15310;61.0
106;Horgen;72674;36377;50.1;35567;22973;64.6
107;Meilen;63945;34210;53.5;33380;19946;59.8
108;Pfäffikon;36090;18176;50.4;17871;11225;62.8
109;Uster;72407;33566;46.4;32738;20903;63.8
110;Winterthur;95870;48038;50.1;46724;31072;66.5
111;Dietikon;44896;20005;44.6;19546;11894;60.9
112;Zürich;221322;97952;44.3;94017;63389;67.4
201;Aarberg;24727;9822;39.7;9727;7220;74.2
202;Aarwangen;29540;11524;39.0;11425;8118;71.1
203;Bern;169068;79376;46.9;78289;56966;72.8
204;Biel;32585;11906;36.5;11757;9020;76.7
205;Büren;16101;5834;36.2;5791;4108;70.9
206;Burgdorf;33316;13073;39.2;12965;9446;72.9
207;Courtelary;15544;6948;44.7;6851;5451;79.6
208;Erlach;7600;3027;39.8;3000;2117;70.6
209;Fraubrunnen;28119;12187;43.3;12071;8766;72.6
210;Frutigen;14024;6024;43.0;5930;4260;71.8
211;Interlaken;27567;10994;39.9;10868;7740;71.2
212;Konolfingen;42676;17779;41.7;17560;13035;74.2
213;Laupen;11018;4552;41.3;4509;3096;68.7
214;Moutier;15586;7048;45.2;6951;5506;79.2
215;La Neuveville;4292;1876;43.7;1857;1524;82.1
216;Nidau;30084;12110;40.3;11997;8691;72.4
217;Niedersimmental;16661;6518;39.1;6461;4696;72.7
218;Oberhasli;5680;1948;34.3;1934;1362;70.4
219;Obersimmental;6205;2198;35.4;2179;1585;72.7
220;Saanen;5599;1920;34.3;1902;1398;73.5
221;Schwarzenburg;7845;2763;35.2;2742;2014;73.5
222;Seftigen;27400;11627;42.4;11498;8257;71.8
223;Signau;18878;6060;32.1;5944;4264;71.7
224;Thun;69576;29079;41.8;28739;21247;73.9
225;Trachselwald;17954;6146;34.2;6051;4281;70.7
226;Wangen;19523;7646;39.2;7604;5230;68.8
301;Entlebuch;13111;5821;44.4;5716;3459;60.5
302;Hochdorf;40437;18117;44.8;17869;12388;69.3
303;Luzern;110711;51997;47.0;51322;36432;71.0
304;Sursee;44961;20488;45.6;20170;14078;69.8
305;Willisau;32157;14284;44.4;14088;10026;71.2
400;Kt Uri;25651;9619;37.5;9458;6559;69.3
501;Einsiedeln;9331;5100;54.7;4946;3007;60.8
502;Gersau;1366;701;51.3;688;411;59.7
503;Höfe;17366;9119;52.5;8896;5059;56.9
504;Küssnacht (SZ);7946;3773;47.5;3699;2236;60.4
505;March;23266;10233;44.0;10028;5557;55.4
506;Schwyz;33758;17504;51.9;17116;9715;56.8
600;Kt Obwalden;23679;10832;45.7;10499;6355;60.5
700;Kt Nidwalden;29283;12842;43.9;12547;6312;50.3
800;Kt Glarus;25290;10359;41.0;10286;5171;50.3
900;Kt Zug;69842;31800;45.5;31586;18637;59.0
1001;La Broye;16183;8033;49.6;7947;5977;75.2
1002;La Glâne;13026;6581;50.5;6488;4589;70.7
1003;La Gruyère;27639;13346;48.3;13063;9590;73.4
1004;La Sarine;55153;26246;47.6;25764;20722;80.4
1005;See / Lac;20748;8742;42.1;8669;6361;73.4
1006;Sense;29537;12597;42.6;12511;9254;74.0
1007;La Veveyse;9587;4530;47.3;4458;3304;74.1
1101;Gäu;11635;5949;51.1;5894;4122;69.9
1102;Thal;9683;5163;53.3;5137;3509;68.3
1103;Bucheggberg;5799;3010;51.9;2969;2122;71.5
1104;Dorneck;13135;6351;48.4;6268;4571;72.9
1105;Gösgen;14849;7389;49.8;7332;4926;67.2
